Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
1/21/2024,KH-0221,P-767,6600000,4400000
1/21/2024,KH-0033,P-043,161325000,107550000
1/21/2024,KH-0371,P-015,3645000,2430000
1/21/2024,KH-0547,P-408,64020000,42680000
1/21/2024,KH-0469,P-171,46980000,31320000
1/22/2024,KH-0701,P-250,185400000,123600000
1/22/2024,KH-0328,P-414,13320000,8880000
1/22/2024,KH-0052,P-231,675000,450000
1/22/2024,KH-0058,P-237,1950000,1300000
1/22/2024,KH-0196,P-064,21690000,14460000
1/22/2024,KH-0294,P-547,1575000,1050000
1/22/2024,KH-0411,P-212,7380000,4920000
1/22/2024,KH-0481,P-340,1275000,850000
1/22/2024,KH-0574,P-518,56160000,37440000
1/22/2024,KH-0623,P-027,9090000,6060000
1/22/2024,KH-0277,P-460,32250000,21500000
1/22/2024,KH-0337,P-140,100800000,67200000
1/22/2024,KH-0184,P-243,33030000,22020000
1/22/2024,KH-0502,P-696,210735000,140490000
1/22/2024,KH-0412,P-701,720000,480000
1/22/2024,KH-0388,P-731,8310000,5540000
1/22/2024,KH-0626,P-438,233280000,155520000
1/22/2024,KH-0150,P-284,154125000,102750000
1/22/2024,KH-0032,P-095,14100000,9400000
1/22/2024,KH-0772,P-706,74400000,49600000
1/22/2024,KH-0340,P-473,38850000,25900000
1/22/2024,KH-0251,P-405,143235000,95490000
1/22/2024,KH-0735,P-202,29400000,19600000
1/22/2024,KH-0187,P-243,27525000,18350000
1/23/2024,KH-0351,P-084,174525000,116350000
1/23/2024,KH-0416,P-301,108540000,72360000
1/23/2024,KH-0131,P-767,825000,550000
1/23/2024,KH-0430,P-567,555540000,370360000
1/23/2024,KH-0147,P-420,96075000,64050000
1/23/2024,KH-0372,P-132,37950000,25300000
1/23/2024,KH-0498,P-221,59400000,39600000
1/23/2024,KH-0340,P-031,8400000,5600000
1/23/2024,KH-0446,P-350,76020000,50680000
1/23/2024,KH-0602,P-202,33075000,22050000
1/23/2024,KH-0270,P-448,105300000,70200000
1/23/2024,KH-0475,P-723,9420000,6280000
1/23/2024,KH-0616,P-316,154080000,102720000
1/23/2024,KH-0010,P-172,31020000,20680000
1/23/2024,KH-0157,P-722,46620000,31080000
1/23/2024,KH-0059,P-759,450000,300000
1/23/2024,KH-0267,P-579,240000,160000
1/23/2024,KH-0740,P-020,10425000,6950000
1/23/2024,KH-0225,P-545,58275000,38850000
1/23/2024,KH-0630,P-532,5265000,3510000
1/23/2024,KH-0296,P-300,8190000,5460000
1/23/2024,KH-0209,P-122,24975000,16650000
1/23/2024,KH-0602,P-733,3045000,2030000
1/23/2024,KH-0002,P-047,101640000,67760000
1/23/2024,KH-0393,P-713,1680000,1120000
1/24/2024,KH-0526,P-404,240000,160000
1/24/2024,KH-0270,P-186,35520000,23680000
1/24/2024,KH-0097,P-732,94860000,63240000
1/24/2024,KH-0486,P-094,135660000,90440000
1/24/2024,KH-0698,P-781,12840000,8560000
1/24/2024,KH-0676,P-477,178575000,119050000
1/24/2024,KH-0672,P-695,300000,200000
1/24/2024,KH-0302,P-155,1196550000,797700000
1/24/2024,KH-0607,P-380,1200000,800000
1/24/2024,KH-0416,P-711,12240000,8160000
1/24/2024,KH-0159,P-756,80055000,53370000
1/24/2024,KH-0276,P-442,17145000,11430000
1/24/2024,KH-0237,P-420,96075000,64050000
1/24/2024,KH-0580,P-728,24000000,16000000
1/24/2024,KH-0434,P-752,21600000,14400000
1/24/2024,KH-0153,P-263,117600000,78400000
1/24/2024,KH-0493,P-152,750285000,500190000
1/24/2024,KH-0750,P-194,5400000,3600000
1/24/2024,KH-0576,P-746,600000,400000
1/24/2024,KH-0523,P-079,45180000,30120000
1/24/2024,KH-0389,P-228,1935000,1290000
1/24/2024,KH-0208,P-618,96030000,64020000
1/24/2024,KH-0169,P-559,112650000,75100000
1/24/2024,KH-0256,P-339,15240000,10160000
1/24/2024,KH-0533,P-769,690000,460000
1/25/2024,KH-0642,P-543,41760000,27840000
1/25/2024,KH-0742,P-777,12750000,8500000
1/25/2024,KH-0711,P-384,15795000,10530000
1/25/2024,KH-0008,P-033,133200000,88800000
1/25/2024,KH-0346,P-610,379620000,253080000
1/25/2024,KH-0514,P-355,610740000,407160000
1/25/2024,KH-0708,P-531,22680000,15120000
1/25/2024,KH-0280,P-576,4500000,3000000
1/25/2024,KH-0448,P-683,2520000,1680000
1/25/2024,KH-0516,P-416,360000,240000
1/25/2024,KH-0067,P-210,13560000,9040000
1/25/2024,KH-0469,P-117,72375000,48250000
1/25/2024,KH-0370,P-783,34335000,22890000
1/25/2024,KH-0280,P-666,14490000,9660000
1/25/2024,KH-0747,P-111,36030000,24020000
1/25/2024,KH-0174,P-549,49560000,33040000
1/25/2024,KH-0282,P-700,18000000,12000000
1/25/2024,KH-0124,P-434,87480000,58320000
1/25/2024,KH-0445,P-455,21465000,14310000
1/25/2024,KH-0052,P-001,107700000,71800000
1/25/2024,KH-0255,P-327,5400000,3600000
1/25/2024,KH-0672,P-187,17220000,11480000
1/25/2024,KH-0533,P-206,3120000,2080000
1/25/2024,KH-0685,P-587,9000000,6000000
1/25/2024,KH-0689,P-064,32535000,21690000
1/25/2024,KH-0709,P-011,127080000,84720000
1/25/2024,KH-0631,P-270,17370000,11580000
1/25/2024,KH-0234,P-280,10410000,6940000
1/26/2024,KH-0463,P-590,7800000,5200000
1/26/2024,KH-0168,P-402,3300000,2200000
1/26/2024,KH-0259,P-791,2700000,1800000
1/26/2024,KH-0600,P-608,51675000,34450000
1/26/2024,KH-0099,P-513,5850000,3900000
1/26/2024,KH-0532,P-374,8100000,5400000
1/26/2024,KH-0204,P-204,84240000,56160000
1/26/2024,KH-0415,P-738,70830000,47220000
1/26/2024,KH-0244,P-714,210240000,140160000
1/26/2024,KH-0529,P-510,2160000,1440000
1/26/2024,KH-0350,P-746,1050000,700000
1/26/2024,KH-0391,P-408,112035000,74690000
1/26/2024,KH-0227,P-481,44775000,29850000
1/26/2024,KH-0055,P-098,18825000,12550000
1/26/2024,KH-0079,P-786,65250000,43500000
1/26/2024,KH-0489,P-726,16425000,10950000
1/26/2024,KH-0758,P-066,142380000,94920000
1/26/2024,KH-0398,P-430,63480000,42320000
1/26/2024,KH-0130,P-340,1020000,680000
1/26/2024,KH-0486,P-633,375000,250000
1/26/2024,KH-0052,P-096,15930000,10620000
1/27/2024,KH-0330,P-186,26640000,17760000
1/27/2024,KH-0016,P-534,51720000,34480000
1/27/2024,KH-0626,P-353,33750000,22500000
1/27/2024,KH-0642,P-244,408510000,272340000
1/27/2024,KH-0536,P-719,585000,390000
1/27/2024,KH-0689,P-612,14820000,9880000
1/27/2024,KH-0699,P-397,6030000,4020000
1/27/2024,KH-0070,P-735,49500000,33000000
1/27/2024,KH-0008,P-084,244335000,162890000
1/27/2024,KH-0727,P-729,9885000,6590000
1/27/2024,KH-0320,P-320,95580000,63720000
1/27/2024,KH-0672,P-253,1770000,1180000
1/27/2024,KH-0454,P-201,28080000,18720000
1/27/2024,KH-0495,P-344,79350000,52900000
1/27/2024,KH-0710,P-714,78840000,52560000
1/27/2024,KH-0516,P-344,79350000,52900000
1/27/2024,KH-0612,P-619,165120000,110080000
1/27/2024,KH-0316,P-308,2700000,1800000
1/27/2024,KH-0461,P-012,36600000,24400000
1/27/2024,KH-0425,P-184,3270000,2180000
1/27/2024,KH-0555,P-789,10440000,6960000
1/27/2024,KH-0705,P-506,300000,200000
1/28/2024,KH-0382,P-777,17850000,11900000
1/28/2024,KH-0577,P-582,370800000,247200000
1/28/2024,KH-0593,P-001,242325000,161550000
1/28/2024,KH-0256,P-023,63105000,42070000
1/28/2024,KH-0570,P-643,5265000,3510000
1/28/2024,KH-0123,P-677,5550000,3700000
1/28/2024,KH-0470,P-282,16020000,10680000
1/28/2024,KH-0154,P-565,5490000,3660000
1/28/2024,KH-0476,P-175,201600000,134400000
1/28/2024,KH-0011,P-227,24480000,16320000
1/28/2024,KH-0023,P-468,131040000,87360000
1/28/2024,KH-0225,P-571,141750000,94500000
1/28/2024,KH-0741,P-658,1890000,1260000
1/28/2024,KH-0136,P-063,115200000,76800000
1/28/2024,KH-0015,P-500,1470000,980000
1/28/2024,KH-0582,P-079,7530000,5020000
1/28/2024,KH-0266,P-701,1440000,960000
1/28/2024,KH-0079,P-736,3450000,2300000
1/28/2024,KH-0592,P-712,4380000,2920000
1/29/2024,KH-0259,P-243,44040000,29360000
1/29/2024,KH-0217,P-244,181560000,121040000
1/29/2024,KH-0005,P-415,122400000,81600000
1/29/2024,KH-0603,P-583,8820000,5880000
1/29/2024,KH-0694,P-627,990000,660000
1/29/2024,KH-0623,P-410,48465000,32310000
1/29/2024,KH-0342,P-432,38700000,25800000
1/29/2024,KH-0534,P-303,77040000,51360000
1/29/2024,KH-0418,P-567,277770000,185180000
1/29/2024,KH-0248,P-077,17010000,11340000
1/29/2024,KH-0350,P-268,242700000,161800000
1/29/2024,KH-0526,P-241,357600000,238400000
1/29/2024,KH-0617,P-526,77850000,51900000
1/29/2024,KH-0178,P-005,33300000,22200000
1/29/2024,KH-0401,P-600,9135000,6090000
1/29/2024,KH-0698,P-344,357075000,238050000
1/29/2024,KH-0437,P-524,8010000,5340000
1/29/2024,KH-0638,P-089,2550000,1700000
1/29/2024,KH-0257,P-403,105000,70000
1/29/2024,KH-0052,P-180,80850000,53900000
1/29/2024,KH-0653,P-373,382050000,254700000
1/29/2024,KH-0025,P-106,135150000,90100000
1/29/2024,KH-0214,P-007,32400000,21600000
1/29/2024,KH-0495,P-721,1575000,1050000
1/29/2024,KH-0690,P-377,32730000,21820000
1/29/2024,KH-0644,P-095,49350000,32900000
1/29/2024,KH-0734,P-033,83250000,55500000
1/29/2024,KH-0095,P-761,1950000,1300000
1/29/2024,KH-0584,P-128,15540000,10360000
1/29/2024,KH-0773,P-029,21540000,14360000
1/29/2024,KH-0178,P-781,64200000,42800000
1/30/2024,KH-0311,P-466,71820000,47880000
1/30/2024,KH-0719,P-117,43425000,28950000
1/30/2024,KH-0424,P-535,30840000,20560000
1/30/2024,KH-0443,P-114,12780000,8520000
1/30/2024,KH-0161,P-473,38850000,25900000
1/30/2024,KH-0629,P-224,1335000,890000
1/30/2024,KH-0647,P-650,1785000,1190000
1/30/2024,KH-0780,P-457,1995000,1330000
1/30/2024,KH-0196,P-528,184950000,123300000
1/30/2024,KH-0543,P-749,6300000,4200000
1/30/2024,KH-0495,P-506,3000000,2000000
1/30/2024,KH-0076,P-142,67725000,45150000
1/30/2024,KH-0518,P-753,2700000,1800000
1/30/2024,KH-0515,P-144,12585000,8390000
1/30/2024,KH-0054,P-526,129750000,86500000
1/30/2024,KH-0230,P-198,57300000,38200000
1/30/2024,KH-0372,P-029,21540000,14360000
1/30/2024,KH-0508,P-294,450000,300000
1/30/2024,KH-0375,P-071,795000,530000
1/30/2024,KH-0613,P-224,9345000,6230000
1/30/2024,KH-0356,P-400,1500000,1000000
1/30/2024,KH-0523,P-170,14760000,9840000
1/30/2024,KH-0004,P-367,1450800000,967200000
1/30/2024,KH-0518,P-668,8700000,5800000
1/30/2024,KH-0135,P-333,53730000,35820000
1/30/2024,KH-0389,P-193,56880000,37920000
1/30/2024,KH-0410,P-500,4410000,2940000
1/30/2024,KH-0074,P-121,19725000,13150000
1/31/2024,KH-0652,P-182,21525000,14350000
1/31/2024,KH-0526,P-232,9900000,6600000
1/31/2024,KH-0142,P-571,20250000,13500000
1/31/2024,KH-0193,P-433,30345000,20230000
1/31/2024,KH-0134,P-796,36675000,24450000
1/31/2024,KH-0391,P-375,67680000,45120000
1/31/2024,KH-0522,P-004,98880000,65920000
1/31/2024,KH-0665,P-268,145620000,97080000
1/31/2024,KH-0261,P-503,346950000,231300000
1/31/2024,KH-0272,P-588,2250000,1500000
1/31/2024,KH-0310,P-164,21780000,14520000
1/31/2024,KH-0303,P-196,72045000,48030000
1/31/2024,KH-0730,P-501,109350000,72900000
1/31/2024,KH-0226,P-338,174360000,116240000
1/31/2024,KH-0156,P-795,63000000,42000000
1/31/2024,KH-0502,P-682,12015000,8010000
1/31/2024,KH-0477,P-302,143550000,95700000
1/31/2024,KH-0705,P-527,265590000,177060000
1/31/2024,KH-0423,P-617,12330000,8220000
1/31/2024,KH-0213,P-560,7350000,4900000
2/1/2024,KH-0004,P-036,7140000,4760000
2/1/2024,KH-0732,P-605,16320000,10880000
2/1/2024,KH-0712,P-264,5265000,3510000
2/1/2024,KH-0518,P-229,2250000,1500000
2/1/2024,KH-0633,P-164,5445000,3630000
2/1/2024,KH-0036,P-570,1980000,1320000
2/1/2024,KH-0267,P-701,1080000,720000
2/1/2024,KH-0628,P-335,33630000,22420000
2/1/2024,KH-0096,P-472,95160000,63440000
2/1/2024,KH-0591,P-733,2175000,1450000
2/1/2024,KH-0352,P-305,18360000,12240000
2/1/2024,KH-0189,P-574,1890000,1260000
2/1/2024,KH-0353,P-397,5025000,3350000
2/1/2024,KH-0231,P-202,29400000,19600000
2/1/2024,KH-0172,P-528,123300000,82200000
2/1/2024,KH-0342,P-246,60900000,40600000
2/1/2024,KH-0312,P-127,80520000,53680000
2/1/2024,KH-0264,P-310,22080000,14720000
2/1/2024,KH-0075,P-483,4290000,2860000
2/1/2024,KH-0297,P-516,84360000,56240000
2/1/2024,KH-0371,P-339,19050000,12700000
2/1/2024,KH-0471,P-788,25140000,16760000
2/1/2024,KH-0084,P-213,79980000,53320000
2/1/2024,KH-0668,P-132,68310000,45540000
2/1/2024,KH-0326,P-039,27855000,18570000
2/1/2024,KH-0077,P-321,18135000,12090000
2/1/2024,KH-0469,P-087,99120000,66080000
2/1/2024,KH-0685,P-559,67590000,45060000
2/2/2024,KH-0639,P-779,1575000,1050000
2/2/2024,KH-0535,P-376,100800000,67200000
2/2/2024,KH-0162,P-696,210735000,140490000
2/2/2024,KH-0614,P-181,162750000,108500000
2/2/2024,KH-0277,P-723,21195000,14130000
2/2/2024,KH-0410,P-188,34200000,22800000
2/2/2024,KH-0627,P-110,36330000,24220000
2/2/2024,KH-0667,P-259,975000,650000
2/2/2024,KH-0757,P-003,6615000,4410000
2/2/2024,KH-0228,P-214,585000000,390000000
2/2/2024,KH-0745,P-270,60795000,40530000
2/2/2024,KH-0761,P-055,10050000,6700000
2/2/2024,KH-0248,P-047,114345000,76230000
2/2/2024,KH-0287,P-669,19890000,13260000
2/2/2024,KH-0531,P-706,59520000,39680000
2/2/2024,KH-0033,P-534,6465000,4310000
2/2/2024,KH-0338,P-144,12585000,8390000
2/2/2024,KH-0162,P-738,11805000,7870000
2/2/2024,KH-0583,P-395,3105000,2070000
2/2/2024,KH-0351,P-772,11520000,7680000
2/2/2024,KH-0531,P-683,3600000,2400000
2/2/2024,KH-0348,P-600,27405000,18270000
2/2/2024,KH-0082,P-278,7605000,5070000
2/2/2024,KH-0702,P-598,5400000,3600000
2/2/2024,KH-0736,P-271,11745000,7830000
2/2/2024,KH-0671,P-758,34800000,23200000
2/2/2024,KH-0149,P-745,1110000,740000
2/2/2024,KH-0102,P-298,113265000,75510000
2/2/2024,KH-0098,P-329,140490000,93660000
2/2/2024,KH-0254,P-424,68145000,45430000
2/2/2024,KH-0537,P-638,5625000,3750000
2/2/2024,KH-0442,P-619,20640000,13760000
2/2/2024,KH-0344,P-229,750000,500000
2/2/2024,KH-0452,P-274,124320000,82880000
2/3/2024,KH-0496,P-098,18825000,12550000
2/3/2024,KH-0586,P-052,480000,320000
2/3/2024,KH-0304,P-279,142320000,94880000
2/3/2024,KH-0190,P-681,4950000,3300000
2/3/2024,KH-0248,P-560,13230000,8820000
2/3/2024,KH-0690,P-550,31500000,21000000
2/3/2024,KH-0136,P-791,4320000,2880000
2/3/2024,KH-0678,P-174,72960000,48640000
2/3/2024,KH-0536,P-381,1965000,1310000
2/3/2024,KH-0579,P-399,8880000,5920000
2/3/2024,KH-0605,P-274,15540000,10360000
2/3/2024,KH-0272,P-056,158550000,105700000
2/3/2024,KH-0202,P-429,238920000,159280000
2/3/2024,KH-0201,P-181,81375000,54250000
2/3/2024,KH-0068,P-482,79515000,53010000
2/3/2024,KH-0167,P-729,9885000,6590000
2/3/2024,KH-0763,P-021,159300000,106200000
2/3/2024,KH-0081,P-433,303450000,202300000
2/3/2024,KH-0359,P-344,119025000,79350000
2/3/2024,KH-0738,P-338,43590000,29060000
2/3/2024,KH-0757,P-649,435000,290000
2/3/2024,KH-0726,P-788,31425000,20950000
2/3/2024,KH-0723,P-513,975000,650000
2/3/2024,KH-0758,P-210,10170000,6780000
2/3/2024,KH-0004,P-642,2940000,1960000
2/3/2024,KH-0027,P-227,3060000,2040000
2/3/2024,KH-0628,P-328,720000,480000
2/3/2024,KH-0054,P-709,885000,590000
2/3/2024,KH-0235,P-535,15420000,10280000
2/3/2024,KH-0697,P-081,10320000,6880000
2/3/2024,KH-0354,P-641,4185000,2790000
2/3/2024,KH-0121,P-563,12870000,8580000
2/3/2024,KH-0615,P-375,67680000,45120000
2/3/2024,KH-0308,P-101,540000,360000
2/4/2024,KH-0746,P-344,357075000,238050000
2/4/2024,KH-0330,P-081,5160000,3440000
2/4/2024,KH-0693,P-006,48090000,32060000
2/4/2024,KH-0447,P-519,145080000,96720000
2/4/2024,KH-0693,P-673,720000,480000
2/4/2024,KH-0120,P-530,115920000,77280000
2/4/2024,KH-0036,P-657,2760000,1840000
2/4/2024,KH-0109,P-389,29175000,19450000
2/4/2024,KH-0729,P-160,288150000,192100000
2/4/2024,KH-0577,P-492,16635000,11090000
2/4/2024,KH-0145,P-453,39540000,26360000
2/4/2024,KH-0736,P-221,19800000,13200000
2/4/2024,KH-0390,P-048,96915000,64610000
2/4/2024,KH-0064,P-593,41160000,27440000
2/4/2024,KH-0249,P-355,678600000,452400000
2/4/2024,KH-0344,P-414,119880000,79920000
2/4/2024,KH-0109,P-383,720000,480000
2/4/2024,KH-0493,P-625,51840000,34560000
2/4/2024,KH-0084,P-638,56250000,37500000
2/4/2024,KH-0641,P-495,810000,540000
2/4/2024,KH-0127,P-003,8820000,5880000
2/4/2024,KH-0777,P-723,9420000,6280000
2/4/2024,KH-0740,P-712,2190000,1460000
2/4/2024,KH-0292,P-730,32445000,21630000
2/4/2024,KH-0116,P-336,8685000,5790000
2/4/2024,KH-0118,P-786,43500000,29000000
2/4/2024,KH-0503,P-052,2160000,1440000
2/4/2024,KH-0710,P-014,47970000,31980000
2/4/2024,KH-0107,P-462,36000000,24000000
2/4/2024,KH-0337,P-061,4080000,2720000
2/5/2024,KH-0154,P-569,1530000,1020000
2/5/2024,KH-0300,P-057,28935000,19290000
2/5/2024,KH-0723,P-605,12240000,8160000
2/5/2024,KH-0255,P-360,1879800000,1253200000
2/5/2024,KH-0653,P-113,471660000,314440000
2/5/2024,KH-0718,P-226,15660000,10440000
2/5/2024,KH-0155,P-356,7695000,5130000
2/5/2024,KH-0181,P-432,58050000,38700000
2/5/2024,KH-0664,P-764,11250000,7500000
2/5/2024,KH-0219,P-209,25380000,16920000
2/5/2024,KH-0681,P-764,18750000,12500000
2/5/2024,KH-0745,P-107,437400000,291600000
2/5/2024,KH-0674,P-325,10350000,6900000
2/5/2024,KH-0706,P-034,103410000,68940000
2/5/2024,KH-0372,P-593,29400000,19600000
2/5/2024,KH-0297,P-703,5100000,3400000
2/5/2024,KH-0321,P-372,303600000,202400000
2/5/2024,KH-0638,P-683,3600000,2400000
2/5/2024,KH-0080,P-204,379080000,252720000
2/5/2024,KH-0775,P-751,300000,200000
2/5/2024,KH-0503,P-476,7695000,5130000
2/5/2024,KH-0202,P-084,34905000,23270000
2/5/2024,KH-0523,P-108,207060000,138040000
2/5/2024,KH-0157,P-133,17190000,11460000
2/6/2024,KH-0438,P-671,4680000,3120000
2/6/2024,KH-0413,P-017,35640000,23760000
2/6/2024,KH-0301,P-441,32640000,21760000
2/6/2024,KH-0564,P-657,690000,460000
2/6/2024,KH-0222,P-606,1575000,1050000
2/6/2024,KH-0192,P-676,405000,270000
2/6/2024,KH-0765,P-454,83520000,55680000
2/6/2024,KH-0360,P-318,14040000,9360000
2/6/2024,KH-0238,P-604,17100000,11400000
2/6/2024,KH-0189,P-239,256350000,170900000
2/6/2024,KH-0628,P-215,3690000,2460000
2/6/2024,KH-0276,P-563,6435000,4290000
2/6/2024,KH-0424,P-501,54675000,36450000
2/6/2024,KH-0695,P-687,3315000,2210000
2/6/2024,KH-0081,P-177,807750000,538500000
2/6/2024,KH-0625,P-483,15015000,10010000
2/6/2024,KH-0278,P-499,1155000,770000
2/6/2024,KH-0461,P-525,78435000,52290000
2/6/2024,KH-0484,P-094,19380000,12920000
2/6/2024,KH-0137,P-618,96030000,64020000
2/6/2024,KH-0087,P-689,23700000,15800000
2/6/2024,KH-0194,P-271,3915000,2610000
2/7/2024,KH-0258,P-524,2670000,1780000
2/7/2024,KH-0661,P-373,84900000,56600000
2/7/2024,KH-0115,P-594,4320000,2880000
2/7/2024,KH-0761,P-033,166500000,111000000
2/7/2024,KH-0066,P-144,113265000,75510000
2/7/2024,KH-0008,P-523,3105000,2070000
2/7/2024,KH-0090,P-006,34350000,22900000
2/7/2024,KH-0128,P-322,6210000,4140000
2/7/2024,KH-0738,P-127,90585000,60390000
2/7/2024,KH-0732,P-758,156600000,104400000
2/7/2024,KH-0698,P-144,75510000,50340000
2/7/2024,KH-0285,P-436,4620000,3080000
2/7/2024,KH-0712,P-052,1680000,1120000
2/7/2024,KH-0420,P-193,113760000,75840000
2/7/2024,KH-0296,P-649,2610000,1740000
2/7/2024,KH-0099,P-780,302850000,201900000
2/7/2024,KH-0261,P-275,14400000,9600000
2/7/2024,KH-0731,P-480,2715000,1810000
2/7/2024,KH-0564,P-765,2070000,1380000
2/7/2024,KH-0018,P-152,750285000,500190000
2/7/2024,KH-0142,P-317,8325000,5550000
2/7/2024,KH-0383,P-252,480000,320000
2/7/2024,KH-0606,P-680,34440000,22960000
2/7/2024,KH-0559,P-491,1368960000,912640000
2/7/2024,KH-0188,P-120,47640000,31760000
2/7/2024,KH-0343,P-311,3690000,2460000
2/7/2024,KH-0285,P-575,54300000,36200000
2/7/2024,KH-0423,P-009,118800000,79200000
2/7/2024,KH-0755,P-710,15210000,10140000
2/7/2024,KH-0210,P-251,179460000,119640000
2/7/2024,KH-0406,P-766,7290000,4860000
2/7/2024,KH-0693,P-419,50400000,33600000
2/8/2024,KH-0231,P-130,68670000,45780000
2/8/2024,KH-0537,P-300,2730000,1820000
2/8/2024,KH-0709,P-123,18990000,12660000
2/8/2024,KH-0286,P-293,840000,560000
2/8/2024,KH-0369,P-303,77040000,51360000
2/8/2024,KH-0359,P-266,12600000,8400000
2/8/2024,KH-0746,P-632,7290000,4860000
2/8/2024,KH-0119,P-433,182070000,121380000
2/8/2024,KH-0487,P-600,30450000,20300000
2/8/2024,KH-0636,P-705,9300000,6200000
2/8/2024,KH-0491,P-263,33600000,22400000
2/8/2024,KH-0187,P-018,11760000,7840000
2/8/2024,KH-0275,P-048,41535000,27690000
2/8/2024,KH-0470,P-618,64020000,42680000
2/8/2024,KH-0409,P-607,32040000,21360000
2/8/2024,KH-0599,P-241,1072800000,715200000
2/8/2024,KH-0742,P-621,1380000,920000
2/8/2024,KH-0715,P-322,12420000,8280000
2/8/2024,KH-0642,P-668,4350000,2900000
2/8/2024,KH-0581,P-222,70245000,46830000
2/8/2024,KH-0608,P-043,161325000,107550000
2/8/2024,KH-0341,P-281,24540000,16360000
2/8/2024,KH-0046,P-684,1500000,1000000
2/8/2024,KH-0752,P-238,600000,400000
2/8/2024,KH-0044,P-186,22200000,14800000
2/8/2024,KH-0194,P-526,77850000,51900000
2/8/2024,KH-0515,P-447,110700000,73800000
2/8/2024,KH-0687,P-166,58140000,38760000
2/8/2024,KH-0611,P-481,35820000,23880000
2/8/2024,KH-0150,P-028,30900000,20600000
2/8/2024,KH-0506,P-301,18090000,12060000
2/9/2024,KH-0536,P-716,5040000,3360000
2/9/2024,KH-0294,P-433,303450000,202300000
2/9/2024,KH-0350,P-258,10725000,7150000
2/9/2024,KH-0727,P-685,11700000,7800000
2/9/2024,KH-0452,P-280,31230000,20820000
2/9/2024,KH-0344,P-343,19020000,12680000
2/9/2024,KH-0127,P-703,5100000,3400000
2/9/2024,KH-0675,P-236,18000000,12000000
2/9/2024,KH-0581,P-478,11715000,7810000
2/9/2024,KH-0302,P-562,5145000,3430000
2/9/2024,KH-0341,P-577,65415000,43610000
2/9/2024,KH-0427,P-213,199950000,133300000
2/9/2024,KH-0421,P-729,19770000,13180000
2/9/2024,KH-0703,P-131,14340000,9560000
2/9/2024,KH-0460,P-508,2430000,1620000
2/9/2024,KH-0580,P-540,30030000,20020000
2/9/2024,KH-0528,P-738,11805000,7870000
2/9/2024,KH-0070,P-432,19350000,12900000
2/9/2024,KH-0613,P-128,23310000,15540000
2/9/2024,KH-0108,P-512,540000,360000
2/9/2024,KH-0499,P-288,27360000,18240000
2/9/2024,KH-0584,P-529,15750000,10500000
2/10/2024,KH-0091,P-106,216240000,144160000
2/10/2024,KH-0166,P-193,28440000,18960000
2/10/2024,KH-0210,P-498,3780000,2520000
2/10/2024,KH-0367,P-706,52080000,34720000
2/10/2024,KH-0551,P-476,4275000,2850000
2/10/2024,KH-0480,P-142,13545000,9030000
2/10/2024,KH-0009,P-292,1590000,1060000
2/10/2024,KH-0412,P-639,28125000,18750000
