Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,,Chi nhánh,
2/1/2024,2,ĐH6536916,KH-0371,P-339,10,1905000,19050000,12700000,NV083,CN HCM,,,
2/1/2024,2,ĐH3021507,KH-0326,P-039,3,9285000,27855000,18570000,NV207,CN HCM,,,
2/1/2024,2,ĐH9930136,KH-0469,P-087,8,12390000,99120000,66080000,NV246,CN HCM,,,
2/1/2024,2,ĐH7078754,KH-0685,P-559,6,11265000,67590000,45060000,NV199,CN HCM,,,
2/2/2024,2,ĐH7633806,KH-0162,P-696,7,30105000,210735000,140490000,NV207,CN HCM,,,
2/2/2024,2,ĐH5431324,KH-0410,P-188,5,6840000,34200000,22800000,NV249,CN HCM,,,
2/2/2024,2,ĐH3348335,KH-0757,P-003,3,2205000,6615000,4410000,NV212,CN HCM,,,
2/2/2024,2,ĐH2179665,KH-0228,P-214,6,97500000,585000000,390000000,NV087,CN HCM,,,
2/2/2024,2,ĐH5786308,KH-0745,P-270,7,8685000,60795000,40530000,NV193,CN HCM,,,
2/2/2024,2,ĐH1683067,KH-0248,P-047,9,12705000,114345000,76230000,NV020,CN HCM,,,
2/2/2024,2,ĐH7006954,KH-0287,P-669,6,3315000,19890000,13260000,NV114,CN HCM,,,
2/2/2024,2,ĐH4526665,KH-0338,P-144,1,12585000,12585000,8390000,NV235,CN HCM,,,
2/2/2024,2,ĐH4776108,KH-0162,P-738,1,11805000,11805000,7870000,NV125,CN HCM,,,
2/2/2024,2,ĐH6024991,KH-0351,P-772,6,1920000,11520000,7680000,NV147,CN HCM,,,
2/2/2024,2,ĐH4979882,KH-0531,P-683,10,360000,3600000,2400000,NV067,CN HCM,,,
2/2/2024,2,ĐH8222961,KH-0702,P-598,8,675000,5400000,3600000,NV180,CN HCM,,,
2/2/2024,2,ĐH3895324,KH-0736,P-271,3,3915000,11745000,7830000,NV241,CN HCM,,,
2/2/2024,2,ĐH9495533,KH-0149,P-745,1,1110000,1110000,740000,NV167,CN HCM,,,
2/2/2024,2,ĐH5193802,KH-0098,P-329,7,20070000,140490000,93660000,NV235,CN HCM,,,
2/2/2024,2,ĐH2375436,KH-0452,P-274,8,15540000,124320000,82880000,NV190,CN HCM,,,
2/3/2024,2,ĐH4908316,KH-0496,P-098,5,3765000,18825000,12550000,NV134,CN HCM,,,
2/3/2024,2,ĐH9606234,KH-0190,P-681,3,1650000,4950000,3300000,NV123,CN HCM,,,
2/3/2024,2,ĐH3549852,KH-0536,P-381,1,1965000,1965000,1310000,NV189,CN HCM,,,
2/3/2024,2,ĐH4130860,KH-0579,P-399,8,1110000,8880000,5920000,NV180,CN HCM,,,
2/3/2024,2,ĐH5536164,KH-0272,P-056,10,15855000,158550000,105700000,NV137,CN HCM,,,
2/3/2024,2,ĐH4090341,KH-0763,P-021,9,17700000,159300000,106200000,NV236,CN HCM,,,
2/3/2024,2,ĐH8280392,KH-0757,P-649,1,435000,435000,290000,NV073,CN HCM,,,
2/3/2024,2,ĐH5660384,KH-0758,P-210,6,1695000,10170000,6780000,NV116,CN HCM,,,
2/3/2024,2,ĐH3508394,KH-0628,P-328,3,240000,720000,480000,NV242,CN HCM,,,
2/3/2024,2,ĐH5893086,KH-0054,P-709,1,885000,885000,590000,NV061,CN HCM,,,
2/4/2024,2,ĐH8090436,KH-0746,P-344,9,39675000,357075000,238050000,NV141,CN HCM,,,
2/4/2024,2,ĐH7009341,KH-0447,P-519,8,18135000,145080000,96720000,NV115,CN HCM,,,
2/4/2024,2,ĐH5961928,KH-0120,P-530,4,28980000,115920000,77280000,NV047,CN HCM,,,
2/4/2024,2,ĐH8665534,KH-0036,P-657,4,690000,2760000,1840000,NV036,CN HCM,,,
2/4/2024,2,ĐH8110251,KH-0109,P-389,5,5835000,29175000,19450000,NV198,CN HCM,,,
2/4/2024,2,ĐH7780560,KH-0736,P-221,1,19800000,19800000,13200000,NV125,CN HCM,,,
2/4/2024,2,ĐH1196409,KH-0390,P-048,7,13845000,96915000,64610000,NV035,CN HCM,,,
2/4/2024,2,ĐH6973402,KH-0344,P-414,9,13320000,119880000,79920000,NV098,CN HCM,,,
2/4/2024,2,ĐH3623875,KH-0109,P-383,8,90000,720000,480000,NV172,CN HCM,,,
2/4/2024,2,ĐH8930271,KH-0084,P-638,10,5625000,56250000,37500000,NV158,CN HCM,,,
2/4/2024,2,ĐH2477339,KH-0292,P-730,7,4635000,32445000,21630000,NV159,CN HCM,,,
2/4/2024,2,ĐH3010278,KH-0118,P-786,2,21750000,43500000,29000000,NV116,CN HCM,,,
2/4/2024,2,ĐH1025436,KH-0710,P-014,6,7995000,47970000,31980000,NV210,CN HCM,,,
2/5/2024,2,ĐH6708027,KH-0154,P-569,3,510000,1530000,1020000,NV130,CN HCM,,,
2/5/2024,2,ĐH9362889,KH-0723,P-605,6,2040000,12240000,8160000,NV032,CN HCM,,,
2/5/2024,2,ĐH2389624,KH-0155,P-356,9,855000,7695000,5130000,NV150,CN HCM,,,
2/5/2024,2,ĐH8023168,KH-0219,P-209,4,6345000,25380000,16920000,NV169,CN HCM,,,
2/5/2024,2,ĐH5669846,KH-0681,P-764,10,1875000,18750000,12500000,NV244,CN HCM,,,
2/5/2024,2,ĐH4708751,KH-0745,P-107,10,43740000,437400000,291600000,NV201,CN HCM,,,
2/5/2024,2,ĐH1110256,KH-0503,P-476,9,855000,7695000,5130000,NV024,CN HCM,,,
2/5/2024,2,ĐH8187851,KH-0157,P-133,6,2865000,17190000,11460000,NV094,CN HCM,,,
2/6/2024,2,ĐH9760856,KH-0222,P-606,5,315000,1575000,1050000,NV065,CN HCM,,,
2/6/2024,2,ĐH8293366,KH-0765,P-454,6,13920000,83520000,55680000,NV102,CN HCM,,,
2/6/2024,2,ĐH6977466,KH-0360,P-318,9,1560000,14040000,9360000,NV013,CN HCM,,,
2/6/2024,2,ĐH9317634,KH-0695,P-687,1,3315000,3315000,2210000,NV075,CN HCM,,,
2/6/2024,2,ĐH1112595,KH-0081,P-177,10,80775000,807750000,538500000,NV071,CN HCM,,,
2/6/2024,2,ĐH3407806,KH-0278,P-499,1,1155000,1155000,770000,NV206,CN HCM,,,
2/6/2024,2,ĐH9799684,KH-0484,P-094,1,19380000,19380000,12920000,NV063,CN HCM,,,
2/7/2024,2,ĐH1284697,KH-0738,P-127,9,10065000,90585000,60390000,NV193,CN HCM,,,
2/7/2024,2,ĐH3057888,KH-0285,P-436,1,4620000,4620000,3080000,NV020,CN HCM,,,
2/7/2024,2,ĐH8816988,KH-0296,P-649,6,435000,2610000,1740000,NV094,CN HCM,,,
2/7/2024,2,ĐH3406690,KH-0099,P-780,5,60570000,302850000,201900000,NV227,CN HCM,,,
2/7/2024,2,ĐH7538768,KH-0142,P-317,5,1665000,8325000,5550000,NV223,CN HCM,,,
2/7/2024,2,ĐH9809926,KH-0383,P-252,2,240000,480000,320000,NV074,CN HCM,,,
2/7/2024,2,ĐH4940937,KH-0188,P-120,8,5955000,47640000,31760000,NV054,CN HCM,,,
2/7/2024,2,ĐH4123959,KH-0285,P-575,2,27150000,54300000,36200000,NV198,CN HCM,,,
2/7/2024,2,ĐH1365967,KH-0406,P-766,9,810000,7290000,4860000,NV095,CN HCM,,,
2/7/2024,2,ĐH1391411,KH-0693,P-419,4,12600000,50400000,33600000,NV171,CN HCM,,,
2/8/2024,2,ĐH9785344,KH-0359,P-266,8,1575000,12600000,8400000,NV088,CN HCM,,,
2/8/2024,2,ĐH1395969,KH-0119,P-433,6,30345000,182070000,121380000,NV109,CN HCM,,,
2/8/2024,2,ĐH4433417,KH-0487,P-600,10,3045000,30450000,20300000,NV120,CN HCM,,,
2/8/2024,2,ĐH4969747,KH-0636,P-705,1,9300000,9300000,6200000,NV046,CN HCM,,,
2/8/2024,2,ĐH1473891,KH-0187,P-018,4,2940000,11760000,7840000,NV103,CN HCM,,,
2/8/2024,2,ĐH3319586,KH-0470,P-618,4,16005000,64020000,42680000,NV194,CN HCM,,,
2/8/2024,2,ĐH5066674,KH-0642,P-668,2,2175000,4350000,2900000,NV104,CN HCM,,,
2/8/2024,2,ĐH2895874,KH-0046,P-684,4,375000,1500000,1000000,NV116,CN HCM,,,
2/8/2024,2,ĐH6894601,KH-0611,P-481,4,8955000,35820000,23880000,NV003,CN HCM,,,
2/9/2024,2,ĐH7255153,KH-0536,P-716,6,840000,5040000,3360000,NV108,CN HCM,,,
2/9/2024,2,ĐH4713950,KH-0727,P-685,2,5850000,11700000,7800000,NV225,CN HCM,,,
2/9/2024,2,ĐH8706257,KH-0344,P-343,4,4755000,19020000,12680000,NV071,CN HCM,,,
2/9/2024,2,ĐH3497693,KH-0675,P-236,8,2250000,18000000,12000000,NV211,CN HCM,,,
2/9/2024,2,ĐH2730171,KH-0427,P-213,10,19995000,199950000,133300000,NV028,CN HCM,,,
2/9/2024,2,ĐH9325807,KH-0421,P-729,2,9885000,19770000,13180000,NV038,CN HCM,,,
2/9/2024,2,ĐH6936892,KH-0499,P-288,6,4560000,27360000,18240000,NV105,CN HCM,,,
2/9/2024,2,ĐH9559895,KH-0584,P-529,6,2625000,15750000,10500000,NV131,CN HCM,,,
2/10/2024,2,ĐH5591308,KH-0091,P-106,8,27030000,216240000,144160000,NV004,CN HCM,,,
2/10/2024,2,ĐH4231836,KH-0210,P-498,6,630000,3780000,2520000,NV144,CN HCM,,,
2/10/2024,2,ĐH1053094,KH-0009,P-292,1,1590000,1590000,1060000,NV102,CN HCM,,,
2/10/2024,2,ĐH7964620,KH-0276,P-283,5,118770000,593850000,395900000,NV086,CN HCM,,,
2/10/2024,2,ĐH3685423,KH-0255,P-286,1,195000,195000,130000,NV095,CN HCM,,,
2/11/2024,2,ĐH6391531,KH-0567,P-740,1,85920000,85920000,57280000,NV033,CN HCM,,,
2/11/2024,2,ĐH4823099,KH-0387,P-589,6,1350000,8100000,5400000,NV061,CN HCM,,,
2/11/2024,2,ĐH1845326,KH-0215,P-237,9,195000,1755000,1170000,NV104,CN HCM,,,
2/11/2024,2,ĐH6210971,KH-0069,P-220,10,160875000,1608750000,1072500000,NV046,CN HCM,,,
2/11/2024,2,ĐH2875486,KH-0118,P-337,3,2100000,6300000,4200000,NV222,CN HCM,,,
2/11/2024,2,ĐH3020550,KH-0272,P-274,8,15540000,124320000,82880000,NV249,CN HCM,,,
2/11/2024,2,ĐH1218890,KH-0466,P-699,6,14445000,86670000,57780000,NV017,CN HCM,,,
2/11/2024,2,ĐH7966895,KH-0541,P-372,8,60720000,485760000,323840000,NV040,CN HCM,,,
2/11/2024,2,ĐH6533952,KH-0166,P-571,6,20250000,121500000,81000000,NV186,CN HCM,,,
2/12/2024,2,ĐH5568408,KH-0756,P-764,1,1875000,1875000,1250000,NV223,CN HCM,,,
2/12/2024,2,ĐH8007543,KH-0477,P-470,1,34125000,34125000,22750000,NV181,CN HCM,,,
2/12/2024,2,ĐH8598565,KH-0096,P-368,6,7200000,43200000,28800000,NV085,CN HCM,,,
2/12/2024,2,ĐH2191025,KH-0467,P-676,1,405000,405000,270000,NV166,CN HCM,,,
2/12/2024,2,ĐH1839939,KH-0026,P-436,8,4620000,36960000,24640000,NV183,CN HCM,,,
2/12/2024,2,ĐH9674391,KH-0140,P-114,4,2130000,8520000,5680000,NV193,CN HCM,,,
2/12/2024,2,ĐH9664033,KH-0586,P-401,10,285000,2850000,1900000,NV158,CN HCM,,,
2/12/2024,2,ĐH3392367,KH-0566,P-039,4,9285000,37140000,24760000,NV078,CN HCM,,,
2/12/2024,2,ĐH1488002,KH-0586,P-350,3,19005000,57015000,38010000,NV237,CN HCM,,,
2/13/2024,2,ĐH1936784,KH-0449,P-268,6,24270000,145620000,97080000,NV171,CN HCM,,,
2/13/2024,2,ĐH9106507,KH-0147,P-753,3,450000,1350000,900000,NV145,CN HCM,,,
2/13/2024,2,ĐH2862710,KH-0351,P-371,8,5220000,41760000,27840000,NV205,CN HCM,,,
2/13/2024,2,ĐH6172881,KH-0247,P-121,9,3945000,35505000,23670000,NV002,CN HCM,,,
2/13/2024,2,ĐH9023570,KH-0490,P-709,9,885000,7965000,5310000,NV116,CN HCM,,,
2/13/2024,2,ĐH7827249,KH-0293,P-349,7,24780000,173460000,115640000,NV077,CN HCM,,,
2/13/2024,2,ĐH2902800,KH-0745,P-577,9,9345000,84105000,56070000,NV190,CN HCM,,,
2/13/2024,2,ĐH8690168,KH-0259,P-642,2,420000,840000,560000,NV120,CN HCM,,,
2/13/2024,2,ĐH5268080,KH-0735,P-459,1,126675000,126675000,84450000,NV240,CN HCM,,,
2/13/2024,2,ĐH6428533,KH-0059,P-205,8,19800000,158400000,105600000,NV209,CN HCM,,,
2/13/2024,2,ĐH7583932,KH-0414,P-089,10,2550000,25500000,17000000,NV143,CN HCM,,,
2/14/2024,2,ĐH5413654,KH-0387,P-314,5,2895000,14475000,9650000,NV240,CN HCM,,,
2/14/2024,2,ĐH8385156,KH-0537,P-505,9,13590000,122310000,81540000,NV129,CN HCM,,,
2/14/2024,2,ĐH6059448,KH-0404,P-202,7,3675000,25725000,17150000,NV154,CN HCM,,,
2/14/2024,2,ĐH1657614,KH-0553,P-088,6,2430000,14580000,9720000,NV087,CN HCM,,,
2/14/2024,2,ĐH2173906,KH-0613,P-069,9,1305000,11745000,7830000,NV044,CN HCM,,,
2/14/2024,2,ĐH9239939,KH-0637,P-039,8,9285000,74280000,49520000,NV141,CN HCM,,,
2/15/2024,2,ĐH7042988,KH-0342,P-024,9,8310000,74790000,49860000,NV117,CN HCM,,,
2/15/2024,2,ĐH7386255,KH-0632,P-099,8,14550000,116400000,77600000,NV010,CN HCM,,,
2/15/2024,2,ĐH1036272,KH-0389,P-231,3,135000,405000,270000,NV086,CN HCM,,,
2/15/2024,2,ĐH4210880,KH-0290,P-779,7,525000,3675000,2450000,NV124,CN HCM,,,
2/15/2024,2,ĐH2255991,KH-0570,P-216,6,1275000,7650000,5100000,NV056,CN HCM,,,
2/15/2024,2,ĐH6142638,KH-0346,P-250,3,46350000,139050000,92700000,NV173,CN HCM,,,
2/15/2024,2,ĐH7096273,KH-0422,P-206,7,780000,5460000,3640000,NV083,CN HCM,,,
2/15/2024,2,ĐH7924338,KH-0008,P-408,2,16005000,32010000,21340000,NV037,CN HCM,,,
2/15/2024,2,ĐH7109555,KH-0602,P-468,7,18720000,131040000,87360000,NV236,CN HCM,,,
2/16/2024,2,ĐH3292997,KH-0311,P-371,5,5220000,26100000,17400000,NV137,CN HCM,,,
2/16/2024,2,ĐH9457565,KH-0199,P-511,1,120000,120000,80000,NV066,CN HCM,,,
2/16/2024,2,ĐH4062821,KH-0412,P-416,9,180000,1620000,1080000,NV085,CN HCM,,,
2/16/2024,2,ĐH5220235,KH-0230,P-236,1,2250000,2250000,1500000,NV134,CN HCM,,,
2/16/2024,2,ĐH8865883,KH-0444,P-653,10,3105000,31050000,20700000,NV047,CN HCM,,,
2/16/2024,2,ĐH5095163,KH-0150,P-724,4,675000,2700000,1800000,NV059,CN HCM,,,
2/16/2024,2,ĐH3143480,KH-0527,P-423,10,4440000,44400000,29600000,NV078,CN HCM,,,
2/16/2024,2,ĐH9619362,KH-0438,P-568,6,61110000,366660000,244440000,NV007,CN HCM,,,
2/16/2024,2,ĐH9129577,KH-0591,P-260,1,750000,750000,500000,NV195,CN HCM,,,
2/17/2024,2,ĐH8037873,KH-0167,P-625,6,5760000,34560000,23040000,NV036,CN HCM,,,
2/17/2024,2,ĐH9827364,KH-0764,P-028,8,3090000,24720000,16480000,NV105,CN HCM,,,
2/17/2024,2,ĐH8961892,KH-0238,P-273,8,5580000,44640000,29760000,NV032,CN HCM,,,
2/17/2024,2,ĐH8799551,KH-0597,P-024,1,8310000,8310000,5540000,NV088,CN HCM,,,
2/17/2024,2,ĐH6317591,KH-0059,P-526,6,12975000,77850000,51900000,NV053,CN HCM,,,
2/17/2024,2,ĐH3033799,KH-0300,P-159,6,342225000,2053350000,1368900000,NV094,CN HCM,,,
2/17/2024,2,ĐH8935502,KH-0066,P-790,7,990000,6930000,4620000,NV157,CN HCM,,,
2/17/2024,2,ĐH5887333,KH-0037,P-197,3,38850000,116550000,77700000,NV101,CN HCM,,,
2/17/2024,2,ĐH2219747,KH-0465,P-605,3,2040000,6120000,4080000,NV132,CN HCM,,,
2/17/2024,2,ĐH6985452,KH-0123,P-084,5,34905000,174525000,116350000,NV187,CN HCM,,,
2/17/2024,2,ĐH6333415,KH-0413,P-508,10,1215000,12150000,8100000,NV174,CN HCM,,,
2/17/2024,2,ĐH4366542,KH-0652,P-608,9,10335000,93015000,62010000,NV235,CN HCM,,,
2/17/2024,2,ĐH9573393,KH-0508,P-118,8,1770000,14160000,9440000,NV086,CN HCM,,,
2/17/2024,2,ĐH8078571,KH-0012,P-016,1,7050000,7050000,4700000,NV085,CN HCM,,,
2/17/2024,2,ĐH7073284,KH-0776,P-313,7,42210000,295470000,196980000,NV241,CN HCM,,,
2/17/2024,2,ĐH4596824,KH-0469,P-742,3,645000,1935000,1290000,NV243,CN HCM,,,
2/18/2024,2,ĐH8986503,KH-0014,P-285,1,2580000,2580000,1720000,NV061,CN HCM,,,
2/18/2024,2,ĐH3923241,KH-0291,P-500,7,1470000,10290000,6860000,NV246,CN HCM,,,
2/18/2024,2,ĐH4424617,KH-0017,P-348,7,58995000,412965000,275310000,NV064,CN HCM,,,
2/18/2024,2,ĐH9034672,KH-0161,P-672,5,4200000,21000000,14000000,NV146,CN HCM,,,
2/18/2024,2,ĐH9235483,KH-0173,P-144,7,12585000,88095000,58730000,NV069,CN HCM,,,
2/18/2024,2,ĐH6340384,KH-0428,P-194,2,675000,1350000,900000,NV048,CN HCM,,,
2/18/2024,2,ĐH8518194,KH-0333,P-292,5,1590000,7950000,5300000,NV031,CN HCM,,,
2/18/2024,2,ĐH3892525,KH-0672,P-154,3,39495000,118485000,78990000,NV036,CN HCM,,,
2/18/2024,2,ĐH8858406,KH-0152,P-147,1,524310000,524310000,349540000,NV082,CN HCM,,,
2/18/2024,2,ĐH9597303,KH-0178,P-652,5,120000,600000,400000,NV093,CN HCM,,,
2/18/2024,2,ĐH7792580,KH-0464,P-719,8,585000,4680000,3120000,NV243,CN HCM,,,
2/18/2024,2,ĐH9612259,KH-0671,P-432,7,19350000,135450000,90300000,NV210,CN HCM,,,
2/18/2024,2,ĐH8826958,KH-0191,P-783,1,11445000,11445000,7630000,NV107,CN HCM,,,
2/18/2024,2,ĐH1231860,KH-0384,P-356,8,855000,6840000,4560000,NV006,CN HCM,,,
2/18/2024,2,ĐH9974075,KH-0297,P-072,6,165000,990000,660000,NV245,CN HCM,,,
2/19/2024,2,ĐH8931918,KH-0259,P-430,8,7935000,63480000,42320000,NV107,CN HCM,,,
2/19/2024,2,ĐH6656451,KH-0039,P-223,9,16770000,150930000,100620000,NV073,CN HCM,,,
2/19/2024,2,ĐH3626075,KH-0487,P-089,1,2550000,2550000,1700000,NV214,CN HCM,,,
2/19/2024,2,ĐH4787834,KH-0064,P-716,8,840000,6720000,4480000,NV103,CN HCM,,,
2/19/2024,2,ĐH6060869,KH-0524,P-253,7,885000,6195000,4130000,NV123,CN HCM,,,
2/19/2024,2,ĐH4876581,KH-0336,P-670,4,525000,2100000,1400000,NV191,CN HCM,,,
2/20/2024,2,ĐH3560324,KH-0481,P-571,6,20250000,121500000,81000000,NV136,CN HCM,,,
2/20/2024,2,ĐH8384565,KH-0631,P-252,9,240000,2160000,1440000,NV235,CN HCM,,,
2/20/2024,2,ĐH8906986,KH-0070,P-321,9,6045000,54405000,36270000,NV092,CN HCM,,,
2/20/2024,2,ĐH1951047,KH-0461,P-323,9,3195000,28755000,19170000,NV087,CN HCM,,,
2/20/2024,2,ĐH8110187,KH-0701,P-595,3,960000,2880000,1920000,NV063,CN HCM,,,
2/20/2024,2,ĐH3464603,KH-0052,P-568,5,61110000,305550000,203700000,NV088,CN HCM,,,
2/20/2024,2,ĐH6352057,KH-0319,P-357,5,7935000,39675000,26450000,NV182,CN HCM,,,
2/21/2024,2,ĐH7188749,KH-0717,P-010,6,22215000,133290000,88860000,NV137,CN HCM,,,
2/21/2024,2,ĐH5877464,KH-0730,P-706,6,7440000,44640000,29760000,NV087,CN HCM,,,
2/21/2024,2,ĐH2549663,KH-0176,P-658,8,210000,1680000,1120000,NV070,CN HCM,,,
2/21/2024,2,ĐH1201371,KH-0121,P-378,9,855000,7695000,5130000,NV107,CN HCM,,,
2/21/2024,2,ĐH5437446,KH-0451,P-781,8,6420000,51360000,34240000,NV032,CN HCM,,,
2/21/2024,2,ĐH9000590,KH-0358,P-252,10,240000,2400000,1600000,NV088,CN HCM,,,
2/22/2024,2,ĐH6455360,KH-0471,P-196,4,24015000,96060000,64040000,NV115,CN HCM,,,
2/22/2024,2,ĐH6451537,KH-0299,P-798,10,4680000,46800000,31200000,NV004,CN HCM,,,
2/22/2024,2,ĐH3931044,KH-0718,P-073,7,9795000,68565000,45710000,NV151,CN HCM,,,
2/22/2024,2,ĐH7154827,KH-0278,P-630,2,1905000,3810000,2540000,NV154,CN HCM,,,
2/22/2024,2,ĐH4601424,KH-0650,P-383,10,90000,900000,600000,NV229,CN HCM,,,
2/22/2024,2,ĐH7493042,KH-0125,P-450,9,9105000,81945000,54630000,NV048,CN HCM,,,
2/22/2024,2,ĐH9517425,KH-0255,P-487,5,3870000,19350000,12900000,NV189,CN HCM,,,
2/22/2024,2,ĐH1915094,KH-0119,P-788,7,6285000,43995000,29330000,NV132,CN HCM,,,
2/22/2024,2,ĐH6226524,KH-0629,P-303,8,77040000,616320000,410880000,NV002,CN HCM,,,
2/22/2024,2,ĐH7053728,KH-0440,P-786,3,21750000,65250000,43500000,NV198,CN HCM,,,
2/23/2024,2,ĐH8994302,KH-0605,P-194,6,675000,4050000,2700000,NV159,CN HCM,,,
2/23/2024,2,ĐH5500814,KH-0286,P-274,5,15540000,77700000,51800000,NV028,CN HCM,,,
2/23/2024,2,ĐH3063311,KH-0532,P-379,1,4680000,4680000,3120000,NV030,CN HCM,,,
2/23/2024,2,ĐH5226335,KH-0444,P-274,1,15540000,15540000,10360000,NV094,CN HCM,,,
2/23/2024,2,ĐH6748488,KH-0627,P-652,5,120000,600000,400000,NV083,CN HCM,,,
2/24/2024,2,ĐH7563805,KH-0555,P-228,7,645000,4515000,3010000,NV100,CN HCM,,,
2/24/2024,2,ĐH3550359,KH-0066,P-250,2,46350000,92700000,61800000,NV036,CN HCM,,,
2/24/2024,2,ĐH7633638,KH-0559,P-135,4,525000,2100000,1400000,NV167,CN HCM,,,
2/24/2024,2,ĐH7772911,KH-0385,P-535,10,7710000,77100000,51400000,NV103,CN HCM,,,
2/24/2024,2,ĐH2212796,KH-0188,P-126,5,33075000,165375000,110250000,NV110,CN HCM,,,
2/24/2024,2,ĐH8131449,KH-0758,P-552,10,56925000,569250000,379500000,NV196,CN HCM,,,
2/24/2024,2,ĐH6220675,KH-0178,P-416,5,180000,900000,600000,NV136,CN HCM,,,
2/24/2024,2,ĐH9978535,KH-0696,P-666,2,2070000,4140000,2760000,NV054,CN HCM,,,
2/24/2024,2,ĐH7562854,KH-0025,P-008,1,8805000,8805000,5870000,NV022,CN HCM,,,
2/25/2024,2,ĐH9596752,KH-0190,P-060,2,1185000,2370000,1580000,NV167,CN HCM,,,
2/25/2024,2,ĐH3688204,KH-0649,P-171,9,5220000,46980000,31320000,NV012,CN HCM,,,
2/25/2024,2,ĐH1701014,KH-0649,P-152,9,250095000,2250855000,1500570000,NV004,CN HCM,,,
2/25/2024,2,ĐH1733983,KH-0022,P-314,9,2895000,26055000,17370000,NV033,CN HCM,,,
2/25/2024,2,ĐH2692438,KH-0764,P-459,5,126675000,633375000,422250000,NV179,CN HCM,,,
2/25/2024,2,ĐH7403897,KH-0422,P-238,8,150000,1200000,800000,NV205,CN HCM,,,
2/25/2024,2,ĐH2135506,KH-0191,P-493,2,3960000,7920000,5280000,NV076,CN HCM,,,
2/25/2024,2,ĐH1823405,KH-0508,P-128,3,3885000,11655000,7770000,NV171,CN HCM,,,
2/26/2024,2,ĐH9348382,KH-0089,P-686,9,660000,5940000,3960000,NV026,CN HCM,,,
2/26/2024,2,ĐH9929569,KH-0447,P-586,4,405000,1620000,1080000,NV021,CN HCM,,,
2/26/2024,2,ĐH9985543,KH-0001,P-256,10,13575000,135750000,90500000,NV127,CN HCM,,,
2/26/2024,2,ĐH6856323,KH-0692,P-436,6,4620000,27720000,18480000,NV099,CN HCM,,,
2/26/2024,2,ĐH4476241,KH-0009,P-787,3,5790000,17370000,11580000,NV152,CN HCM,,,
2/26/2024,2,ĐH8308856,KH-0687,P-572,8,24315000,194520000,129680000,NV100,CN HCM,,,
2/26/2024,2,ĐH5428774,KH-0381,P-663,10,25890000,258900000,172600000,NV135,CN HCM,,,
2/26/2024,2,ĐH3399830,KH-0521,P-328,6,240000,1440000,960000,NV243,CN HCM,,,
2/26/2024,2,ĐH3846241,KH-0090,P-339,8,1905000,15240000,10160000,NV223,CN HCM,,,
2/26/2024,2,ĐH6275306,KH-0664,P-144,7,12585000,88095000,58730000,NV025,CN HCM,,,
2/27/2024,2,ĐH5818448,KH-0617,P-154,9,39495000,355455000,236970000,NV134,CN HCM,,,
2/27/2024,2,ĐH1036515,KH-0366,P-010,9,22215000,199935000,133290000,NV241,CN HCM,,,
2/27/2024,2,ĐH8071489,KH-0289,P-132,7,7590000,53130000,35420000,NV023,CN HCM,,,
2/27/2024,2,ĐH8674691,KH-0029,P-288,9,4560000,41040000,27360000,NV005,CN HCM,,,
2/27/2024,2,ĐH7970632,KH-0292,P-527,6,44265000,265590000,177060000,NV145,CN HCM,,,
2/27/2024,2,ĐH6793672,KH-0552,P-783,9,11445000,103005000,68670000,NV137,CN HCM,,,
2/27/2024,2,ĐH3282805,KH-0369,P-782,7,7635000,53445000,35630000,NV018,CN HCM,,,
2/28/2024,2,ĐH7943154,KH-0578,P-216,2,1275000,2550000,1700000,NV022,CN HCM,,,
2/28/2024,2,ĐH3604208,KH-0426,P-583,5,1470000,7350000,4900000,NV026,CN HCM,,,
2/28/2024,2,ĐH6723143,KH-0504,P-017,3,3960000,11880000,7920000,NV022,CN HCM,,,
2/28/2024,2,ĐH9018744,KH-0562,P-754,2,435000,870000,580000,NV055,CN HCM,,,
2/28/2024,2,ĐH3038382,KH-0089,P-178,10,47445000,474450000,316300000,NV176,CN HCM,,,
2/28/2024,2,ĐH6680274,KH-0269,P-664,5,1440000,7200000,4800000,NV058,CN HCM,,,
2/28/2024,2,ĐH4011645,KH-0102,P-678,8,285000,2280000,1520000,NV094,CN HCM,,,
2/28/2024,2,ĐH6575878,KH-0271,P-119,1,61020000,61020000,40680000,NV151,CN HCM,,,
2/28/2024,2,ĐH1102600,KH-0080,P-553,4,15600000,62400000,41600000,NV045,CN HCM,,,
2/28/2024,2,ĐH6845219,KH-0021,P-548,3,17235000,51705000,34470000,NV066,CN HCM,,,
2/28/2024,2,ĐH5572326,KH-0578,P-096,2,1770000,3540000,2360000,NV224,CN HCM,,,
2/29/2024,2,ĐH2779492,KH-0698,P-263,2,16800000,33600000,22400000,NV093,CN HCM,,,
2/29/2024,2,ĐH6905133,KH-0426,P-421,9,7275000,65475000,43650000,NV034,CN HCM,,,
2/29/2024,2,ĐH1835386,KH-0256,P-723,6,2355000,14130000,9420000,NV036,CN HCM,,,
2/29/2024,2,ĐH8992398,KH-0704,P-321,2,6045000,12090000,8060000,NV156,CN HCM,,,
2/29/2024,2,ĐH3449277,KH-0732,P-776,9,2685000,24165000,16110000,NV190,CN HCM,,,
2/29/2024,2,ĐH7789720,KH-0046,P-745,7,1110000,7770000,5180000,NV206,CN HCM,,,
