Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
1/11/2024,ĐH6970043,KH-0040,P-410,5,5385000,26925000,17950000,NV240,CN HCM
1/11/2024,ĐH9141267,KH-0011,P-159,2,342225000,684450000,456300000,NV053,CN DN
1/11/2024,ĐH7734036,KH-0320,P-161,10,221370000,2213700000,1475800000,NV057,CN HN
1/11/2024,ĐH3282623,KH-0393,P-233,9,67860000,610740000,407160000,NV158,CN HCM
1/11/2024,ĐH5238588,KH-0210,P-671,5,585000,2925000,1950000,NV032,CN HN
1/11/2024,ĐH4349468,KH-0215,P-057,4,9645000,38580000,25720000,NV151,CN DN
1/11/2024,ĐH5614417,KH-0777,P-612,10,7410000,74100000,49400000,NV039,CN HCM
1/11/2024,ĐH2720216,KH-0552,P-663,1,25890000,25890000,17260000,NV226,CN HCM
1/11/2024,ĐH3472790,KH-0531,P-711,10,2040000,20400000,13600000,NV105,CN DN
1/11/2024,ĐH5193655,KH-0437,P-467,3,41925000,125775000,83850000,NV188,CN HCM
1/11/2024,ĐH9856560,KH-0713,P-760,2,1305000,2610000,1740000,NV159,CN HCM
1/11/2024,ĐH8501395,KH-0130,P-585,6,720000,4320000,2880000,NV095,CN HCM
1/11/2024,ĐH4614525,KH-0068,P-750,4,585000,2340000,1560000,NV161,CN HN
1/11/2024,ĐH3171646,KH-0718,P-657,1,690000,690000,460000,NV127,CN DN
1/11/2024,ĐH5622675,KH-0394,P-631,6,5580000,33480000,22320000,NV228,CN HN
1/11/2024,ĐH2227148,KH-0009,P-457,4,285000,1140000,760000,NV136,CN DN
1/11/2024,ĐH4728366,KH-0482,P-320,8,23895000,191160000,127440000,NV141,CN DN
1/11/2024,ĐH9588588,KH-0771,P-480,6,2715000,16290000,10860000,NV022,CN HCM
1/11/2024,ĐH5148471,KH-0487,P-140,5,12600000,63000000,42000000,NV111,CN HN
1/11/2024,ĐH6657579,KH-0638,P-786,10,21750000,217500000,145000000,NV038,CN HN
1/11/2024,ĐH3882416,KH-0369,P-520,4,9975000,39900000,26600000,NV078,CN HN
1/11/2024,ĐH7034482,KH-0520,P-565,4,915000,3660000,2440000,NV071,CN HN
1/11/2024,ĐH4598553,KH-0027,P-666,4,2070000,8280000,5520000,NV207,CN DN
1/11/2024,ĐH2408679,KH-0059,P-718,6,1170000,7020000,4680000,NV220,CN DN
1/12/2024,ĐH6583969,KH-0134,P-067,9,690000,6210000,4140000,NV024,CN DN
1/12/2024,ĐH2907095,KH-0263,P-125,4,6660000,26640000,17760000,NV113,CN HCM
1/12/2024,ĐH3682559,KH-0567,P-540,2,4290000,8580000,5720000,NV012,CN HN
1/12/2024,ĐH9904522,KH-0414,P-146,6,15240000,91440000,60960000,NV038,CN HN
1/12/2024,ĐH5042330,KH-0650,P-526,2,12975000,25950000,17300000,NV058,CN HN
1/12/2024,ĐH7038880,KH-0454,P-671,9,585000,5265000,3510000,NV180,CN HN
1/12/2024,ĐH9553351,KH-0580,P-739,7,13485000,94395000,62930000,NV117,CN HCM
1/12/2024,ĐH7798018,KH-0522,P-313,6,42210000,253260000,168840000,NV014,CN HN
1/12/2024,ĐH7083156,KH-0319,P-038,8,5490000,43920000,29280000,NV018,CN DN
1/12/2024,ĐH9382127,KH-0189,P-711,4,2040000,8160000,5440000,NV167,CN DN
1/12/2024,ĐH9284525,KH-0681,P-504,5,2490000,12450000,8300000,NV198,CN DN
1/12/2024,ĐH9800705,KH-0122,P-154,10,39495000,394950000,263300000,NV083,CN DN
1/12/2024,ĐH9262987,KH-0525,P-445,7,3420000,23940000,15960000,NV120,CN HN
1/12/2024,ĐH8406306,KH-0640,P-757,4,720000,2880000,1920000,NV095,CN DN
1/12/2024,ĐH9809116,KH-0758,P-460,1,3225000,3225000,2150000,NV162,CN HN
1/12/2024,ĐH8347908,KH-0086,P-431,7,8100000,56700000,37800000,NV105,CN HCM
1/12/2024,ĐH9716831,KH-0193,P-381,9,1965000,17685000,11790000,NV193,CN HCM
1/12/2024,ĐH9615326,KH-0163,P-696,6,30105000,180630000,120420000,NV132,CN HCM
1/12/2024,ĐH2718244,KH-0090,P-730,9,4635000,41715000,27810000,NV233,CN HN
1/13/2024,ĐH7802601,KH-0411,P-208,3,4095000,12285000,8190000,NV173,CN HN
1/13/2024,ĐH9453760,KH-0761,P-190,9,330000,2970000,1980000,NV163,CN DN
1/13/2024,ĐH6761243,KH-0344,P-425,10,27300000,273000000,182000000,NV008,CN DN
1/13/2024,ĐH3257209,KH-0526,P-279,6,35580000,213480000,142320000,NV088,CN DN
1/13/2024,ĐH8684627,KH-0679,P-682,8,1335000,10680000,7120000,NV228,CN HN
1/13/2024,ĐH8181966,KH-0320,P-520,9,9975000,89775000,59850000,NV010,CN HCM
1/13/2024,ĐH8071967,KH-0495,P-347,2,39420000,78840000,52560000,NV220,CN HCM
1/13/2024,ĐH5104186,KH-0377,P-322,2,6210000,12420000,8280000,NV023,CN HN
1/13/2024,ĐH9912599,KH-0242,P-427,7,106755000,747285000,498190000,NV034,CN HN
1/13/2024,ĐH4941446,KH-0046,P-769,6,345000,2070000,1380000,NV037,CN DN
1/13/2024,ĐH2881203,KH-0602,P-713,5,240000,1200000,800000,NV193,CN HN
1/13/2024,ĐH9611913,KH-0040,P-354,6,1200000,7200000,4800000,NV218,CN HCM
1/13/2024,ĐH7119225,KH-0356,P-038,10,5490000,54900000,36600000,NV215,CN HCM
1/13/2024,ĐH7043837,KH-0572,P-208,8,4095000,32760000,21840000,NV083,CN HCM
1/13/2024,ĐH3511246,KH-0001,P-615,5,4095000,20475000,13650000,NV101,CN HCM
1/13/2024,ĐH9606656,KH-0322,P-388,6,6150000,36900000,24600000,NV085,CN DN
1/13/2024,ĐH5538221,KH-0113,P-299,6,1035000,6210000,4140000,NV188,CN DN
1/13/2024,ĐH3543294,KH-0737,P-541,2,21180000,42360000,28240000,NV159,CN HCM
1/13/2024,ĐH4126061,KH-0600,P-466,5,7980000,39900000,26600000,NV170,CN HCM
1/13/2024,ĐH8424364,KH-0080,P-773,6,825000,4950000,3300000,NV099,CN DN
1/13/2024,ĐH7994092,KH-0212,P-432,8,19350000,154800000,103200000,NV234,CN HN
1/13/2024,ĐH6332751,KH-0533,P-338,2,21795000,43590000,29060000,NV126,CN HN
1/13/2024,ĐH6535228,KH-0686,P-044,5,4170000,20850000,13900000,NV047,CN HN
1/13/2024,ĐH3474411,KH-0285,P-134,1,9105000,9105000,6070000,NV227,CN DN
1/13/2024,ĐH3648244,KH-0267,P-159,2,342225000,684450000,456300000,NV248,CN HN
1/14/2024,ĐH7304368,KH-0510,P-589,7,1350000,9450000,6300000,NV169,CN HN
1/14/2024,ĐH8657452,KH-0683,P-505,10,13590000,135900000,90600000,NV191,CN HCM
1/14/2024,ĐH2527410,KH-0728,P-583,5,1470000,7350000,4900000,NV005,CN HN
1/14/2024,ĐH9459571,KH-0479,P-327,1,1800000,1800000,1200000,NV176,CN HCM
1/14/2024,ĐH1154778,KH-0144,P-080,6,9600000,57600000,38400000,NV233,CN HN
1/14/2024,ĐH5613905,KH-0236,P-161,6,221370000,1328220000,885480000,NV024,CN DN
1/14/2024,ĐH3214229,KH-0445,P-776,2,2685000,5370000,3580000,NV141,CN DN
1/14/2024,ĐH4301147,KH-0032,P-246,5,6090000,30450000,20300000,NV063,CN HN
1/14/2024,ĐH5198593,KH-0608,P-123,5,9495000,47475000,31650000,NV003,CN DN
1/14/2024,ĐH3076707,KH-0705,P-187,8,4305000,34440000,22960000,NV181,CN DN
1/14/2024,ĐH6923195,KH-0583,P-720,10,4215000,42150000,28100000,NV060,CN DN
1/14/2024,ĐH3943351,KH-0465,P-145,10,26010000,260100000,173400000,NV055,CN HCM
1/14/2024,ĐH8535487,KH-0478,P-631,2,5580000,11160000,7440000,NV109,CN HCM
1/14/2024,ĐH6675509,KH-0491,P-028,5,3090000,15450000,10300000,NV082,CN HCM
1/14/2024,ĐH5829681,KH-0108,P-675,7,195000,1365000,910000,NV124,CN DN
1/14/2024,ĐH2917351,KH-0639,P-576,7,1500000,10500000,7000000,NV232,CN HCM
1/14/2024,ĐH3305778,KH-0285,P-074,6,2565000,15390000,10260000,NV180,CN HN
1/14/2024,ĐH3204882,KH-0153,P-347,5,39420000,197100000,131400000,NV184,CN HN
1/14/2024,ĐH4424614,KH-0352,P-325,1,1725000,1725000,1150000,NV175,CN DN
1/14/2024,ĐH3694156,KH-0334,P-709,9,885000,7965000,5310000,NV056,CN HN
1/15/2024,ĐH7572833,KH-0563,P-047,5,12705000,63525000,42350000,NV075,CN HN
1/15/2024,ĐH2429513,KH-0484,P-347,5,39420000,197100000,131400000,NV038,CN HCM
1/15/2024,ĐH4622767,KH-0163,P-384,10,1755000,17550000,11700000,NV146,CN HCM
1/15/2024,ĐH9601252,KH-0582,P-564,8,45000,360000,240000,NV017,CN DN
1/15/2024,ĐH4395618,KH-0558,P-422,8,1905000,15240000,10160000,NV066,CN HCM
1/15/2024,ĐH8023355,KH-0297,P-779,3,525000,1575000,1050000,NV218,CN DN
1/15/2024,ĐH6306174,KH-0448,P-421,9,7275000,65475000,43650000,NV116,CN DN
1/15/2024,ĐH9205065,KH-0669,P-394,9,750000,6750000,4500000,NV165,CN DN
1/15/2024,ĐH1633967,KH-0340,P-170,5,4920000,24600000,16400000,NV194,CN DN
1/15/2024,ĐH9728258,KH-0652,P-686,6,660000,3960000,2640000,NV102,CN HCM
1/15/2024,ĐH7232735,KH-0403,P-499,1,1155000,1155000,770000,NV126,CN HN
1/15/2024,ĐH8319709,KH-0066,P-424,2,9735000,19470000,12980000,NV030,CN HCM
1/15/2024,ĐH2316907,KH-0458,P-799,5,105000,525000,350000,NV129,CN HCM
1/15/2024,ĐH9357209,KH-0156,P-636,10,1335000,13350000,8900000,NV171,CN HCM
1/15/2024,ĐH4896278,KH-0514,P-097,2,3480000,6960000,4640000,NV172,CN HN
1/15/2024,ĐH7384420,KH-0354,P-322,3,6210000,18630000,12420000,NV173,CN HCM
1/15/2024,ĐH6248840,KH-0646,P-259,1,195000,195000,130000,NV228,CN HN
1/15/2024,ĐH3575272,KH-0130,P-366,8,480000,3840000,2560000,NV090,CN HN
1/15/2024,ĐH8430777,KH-0571,P-135,5,525000,2625000,1750000,NV198,CN HCM
1/15/2024,ĐH9948295,KH-0152,P-281,7,24540000,171780000,114520000,NV143,CN HCM
1/15/2024,ĐH2323781,KH-0041,P-266,9,1575000,14175000,9450000,NV246,CN HCM
1/15/2024,ĐH9009646,KH-0249,P-689,7,5925000,41475000,27650000,NV247,CN DN
1/15/2024,ĐH5685246,KH-0307,P-090,2,3585000,7170000,4780000,NV103,CN HN
1/15/2024,ĐH8457593,KH-0718,P-448,2,21060000,42120000,28080000,NV231,CN HCM
1/15/2024,ĐH9958337,KH-0082,P-557,6,8880000,53280000,35520000,NV143,CN HN
1/15/2024,ĐH5098555,KH-0776,P-365,4,11640000,46560000,31040000,NV083,CN HN
1/15/2024,ĐH1577842,KH-0489,P-429,7,29865000,209055000,139370000,NV193,CN HN
1/15/2024,ĐH6038462,KH-0681,P-715,4,29565000,118260000,78840000,NV035,CN DN
1/15/2024,ĐH5752674,KH-0128,P-174,9,18240000,164160000,109440000,NV122,CN HN
1/15/2024,ĐH5901690,KH-0193,P-309,9,21435000,192915000,128610000,NV029,CN DN
1/15/2024,ĐH1618229,KH-0573,P-681,10,1650000,16500000,11000000,NV160,CN HN
1/15/2024,ĐH2905330,KH-0628,P-781,1,6420000,6420000,4280000,NV109,CN HCM
1/15/2024,ĐH4019374,KH-0175,P-394,1,750000,750000,500000,NV124,CN HCM
1/15/2024,ĐH9541358,KH-0298,P-306,10,28710000,287100000,191400000,NV187,CN DN
1/15/2024,ĐH4400527,KH-0305,P-297,5,55440000,277200000,184800000,NV195,CN HCM
1/15/2024,ĐH1854795,KH-0683,P-509,5,720000,3600000,2400000,NV122,CN HN
1/15/2024,ĐH4258829,KH-0598,P-568,4,61110000,244440000,162960000,NV151,CN HN
1/15/2024,ĐH5012639,KH-0649,P-299,6,1035000,6210000,4140000,NV190,CN DN
1/15/2024,ĐH5719867,KH-0679,P-722,6,7770000,46620000,31080000,NV136,CN HCM
1/15/2024,ĐH3135835,KH-0168,P-339,1,1905000,1905000,1270000,NV109,CN HCM
1/15/2024,ĐH4613426,KH-0137,P-109,7,12240000,85680000,57120000,NV144,CN HN
1/15/2024,ĐH1708182,KH-0449,P-624,6,6195000,37170000,24780000,NV142,CN HN
1/15/2024,ĐH8104799,KH-0724,P-309,7,21435000,150045000,100030000,NV087,CN HN
1/16/2024,ĐH1720754,KH-0537,P-763,10,1425000,14250000,9500000,NV057,CN HCM
1/16/2024,ĐH7989903,KH-0732,P-319,4,3810000,15240000,10160000,NV068,CN HCM
1/16/2024,ĐH3650052,KH-0489,P-357,7,7935000,55545000,37030000,NV173,CN HN
1/16/2024,ĐH1537826,KH-0252,P-388,7,6150000,43050000,28700000,NV109,CN HN
1/16/2024,ĐH6043569,KH-0109,P-778,9,900000,8100000,5400000,NV066,CN HCM
1/16/2024,ĐH2799327,KH-0358,P-565,10,915000,9150000,6100000,NV009,CN DN
1/16/2024,ĐH5050347,KH-0720,P-368,4,7200000,28800000,19200000,NV094,CN DN
1/16/2024,ĐH2429391,KH-0582,P-085,8,5835000,46680000,31120000,NV189,CN DN
1/16/2024,ĐH7922602,KH-0145,P-023,7,9015000,63105000,42070000,NV093,CN HN
1/16/2024,ĐH8145096,KH-0412,P-709,5,885000,4425000,2950000,NV249,CN HCM
1/16/2024,ĐH5154629,KH-0754,P-596,9,240000,2160000,1440000,NV188,CN HN
1/16/2024,ĐH5673963,KH-0056,P-690,5,6915000,34575000,23050000,NV098,CN HN
1/16/2024,ĐH2708478,KH-0246,P-429,4,29865000,119460000,79640000,NV004,CN HN
1/16/2024,ĐH4975635,KH-0725,P-429,6,29865000,179190000,119460000,NV115,CN HCM
1/16/2024,ĐH4583875,KH-0498,P-285,10,2580000,25800000,17200000,NV120,CN HN
1/16/2024,ĐH8863832,KH-0687,P-392,6,33600000,201600000,134400000,NV244,CN HCM
1/16/2024,ĐH1177181,KH-0627,P-294,2,75000,150000,100000,NV026,CN DN
1/16/2024,ĐH2666536,KH-0084,P-144,8,12585000,100680000,67120000,NV019,CN HCM
1/16/2024,ĐH7602671,KH-0262,P-471,6,1845000,11070000,7380000,NV007,CN HCM
1/16/2024,ĐH3539387,KH-0069,P-196,8,24015000,192120000,128080000,NV087,CN HCM
1/16/2024,ĐH4129805,KH-0120,P-124,5,14115000,70575000,47050000,NV071,CN DN
1/16/2024,ĐH6739780,KH-0267,P-784,5,480000,2400000,1600000,NV216,CN DN
1/16/2024,ĐH4715480,KH-0386,P-466,8,7980000,63840000,42560000,NV007,CN HN
1/16/2024,ĐH4052027,KH-0678,P-611,8,7980000,63840000,42560000,NV175,CN HN
1/17/2024,ĐH4745199,KH-0058,P-650,1,255000,255000,170000,NV093,CN DN
1/17/2024,ĐH7537875,KH-0058,P-761,10,1950000,19500000,13000000,NV243,CN HN
1/17/2024,ĐH1582978,KH-0333,P-397,10,1005000,10050000,6700000,NV200,CN HCM
1/17/2024,ĐH7036686,KH-0499,P-762,8,3660000,29280000,19520000,NV154,CN HCM
1/17/2024,ĐH2762054,KH-0712,P-058,8,16410000,131280000,87520000,NV135,CN HCM
1/17/2024,ĐH4486597,KH-0771,P-376,8,20160000,161280000,107520000,NV200,CN DN
1/17/2024,ĐH5608913,KH-0025,P-708,2,150000,300000,200000,NV164,CN HCM
1/17/2024,ĐH8181584,KH-0499,P-136,7,2805000,19635000,13090000,NV038,CN HN
1/17/2024,ĐH4756084,KH-0338,P-135,5,525000,2625000,1750000,NV042,CN DN
1/17/2024,ĐH8281258,KH-0586,P-675,9,195000,1755000,1170000,NV049,CN HCM
1/17/2024,ĐH7488044,KH-0526,P-238,8,150000,1200000,800000,NV113,CN HCM
1/17/2024,ĐH4905646,KH-0438,P-329,10,20070000,200700000,133800000,NV215,CN HCM
1/17/2024,ĐH9647257,KH-0669,P-026,3,2250000,6750000,4500000,NV021,CN HCM
1/17/2024,ĐH6726996,KH-0374,P-574,9,270000,2430000,1620000,NV163,CN DN
1/17/2024,ĐH2090663,KH-0085,P-207,5,4410000,22050000,14700000,NV109,CN HCM
1/17/2024,ĐH1447479,KH-0242,P-482,6,8835000,53010000,35340000,NV102,CN HCM
1/17/2024,ĐH8046014,KH-0339,P-424,6,9735000,58410000,38940000,NV003,CN HCM
1/17/2024,ĐH2888648,KH-0068,P-790,8,990000,7920000,5280000,NV048,CN DN
1/17/2024,ĐH7058266,KH-0102,P-422,1,1905000,1905000,1270000,NV247,CN DN
1/17/2024,ĐH6241538,KH-0383,P-252,10,240000,2400000,1600000,NV026,CN DN
1/17/2024,ĐH9971189,KH-0159,P-586,4,405000,1620000,1080000,NV141,CN HN
1/17/2024,ĐH2091244,KH-0079,P-248,1,705000,705000,470000,NV227,CN DN
1/17/2024,ĐH7571341,KH-0565,P-370,8,22530000,180240000,120160000,NV147,CN DN
1/17/2024,ĐH3138999,KH-0337,P-178,3,47445000,142335000,94890000,NV025,CN HN
1/17/2024,ĐH4713909,KH-0764,P-721,10,315000,3150000,2100000,NV189,CN HN
1/17/2024,ĐH8036931,KH-0474,P-533,3,7665000,22995000,15330000,NV226,CN HN
1/18/2024,ĐH4498110,KH-0325,P-073,3,9795000,29385000,19590000,NV122,CN DN
1/18/2024,ĐH5168333,KH-0279,P-380,2,240000,480000,320000,NV011,CN HN
1/18/2024,ĐH4580179,KH-0125,P-626,10,645000,6450000,4300000,NV035,CN HN
1/18/2024,ĐH9001750,KH-0451,P-385,6,4275000,25650000,17100000,NV058,CN HCM
1/18/2024,ĐH3514541,KH-0308,P-312,10,3030000,30300000,20200000,NV016,CN DN
1/18/2024,ĐH7982918,KH-0046,P-529,9,2625000,23625000,15750000,NV224,CN HN
1/18/2024,ĐH1563314,KH-0735,P-262,2,23205000,46410000,30940000,NV078,CN DN
1/18/2024,ĐH7919002,KH-0688,P-651,6,870000,5220000,3480000,NV007,CN DN
1/18/2024,ĐH2841948,KH-0231,P-509,7,720000,5040000,3360000,NV208,CN HCM
1/18/2024,ĐH8156646,KH-0181,P-296,9,240000,2160000,1440000,NV083,CN HCM
1/18/2024,ĐH1818981,KH-0399,P-490,9,184275000,1658475000,1105650000,NV118,CN HN
1/18/2024,ĐH4877511,KH-0139,P-467,5,41925000,209625000,139750000,NV102,CN HN
1/18/2024,ĐH5166064,KH-0733,P-706,8,7440000,59520000,39680000,NV062,CN HCM
1/18/2024,ĐH3327665,KH-0407,P-023,3,9015000,27045000,18030000,NV134,CN HCM
1/18/2024,ĐH9065894,KH-0429,P-118,7,1770000,12390000,8260000,NV098,CN HN
1/18/2024,ĐH6009949,KH-0301,P-050,10,1185000,11850000,7900000,NV064,CN DN
1/18/2024,ĐH2189480,KH-0432,P-303,5,77040000,385200000,256800000,NV249,CN DN
1/18/2024,ĐH8133161,KH-0137,P-212,7,1230000,8610000,5740000,NV187,CN HN
1/18/2024,ĐH4597993,KH-0612,P-343,6,4755000,28530000,19020000,NV012,CN DN
1/18/2024,ĐH1945007,KH-0171,P-650,7,255000,1785000,1190000,NV084,CN HN
1/18/2024,ĐH3624558,KH-0089,P-354,6,1200000,7200000,4800000,NV055,CN DN
1/18/2024,ĐH1400686,KH-0229,P-508,5,1215000,6075000,4050000,NV184,CN DN
1/18/2024,ĐH1922859,KH-0026,P-502,9,36945000,332505000,221670000,NV103,CN HCM
1/18/2024,ĐH5233098,KH-0710,P-417,7,62565000,437955000,291970000,NV249,CN DN
1/18/2024,ĐH1957207,KH-0418,P-440,5,12150000,60750000,40500000,NV040,CN HCM
1/18/2024,ĐH2353876,KH-0423,P-399,2,1110000,2220000,1480000,NV030,CN HN
1/18/2024,ĐH3182572,KH-0192,P-559,9,11265000,101385000,67590000,NV248,CN HN
1/18/2024,ĐH3757851,KH-0628,P-152,4,250095000,1000380000,666920000,NV061,CN HN
1/19/2024,ĐH1720454,KH-0339,P-651,6,870000,5220000,3480000,NV175,CN HN
1/19/2024,ĐH9944850,KH-0479,P-124,2,14115000,28230000,18820000,NV132,CN DN
1/19/2024,ĐH1516065,KH-0046,P-532,1,585000,585000,390000,NV164,CN HN
1/19/2024,ĐH5880331,KH-0175,P-654,2,120000,240000,160000,NV124,CN DN
1/19/2024,ĐH4673622,KH-0187,P-704,3,480000,1440000,960000,NV072,CN HCM
1/19/2024,ĐH7020239,KH-0425,P-589,4,1350000,5400000,3600000,NV014,CN DN
1/19/2024,ĐH6911580,KH-0334,P-513,8,975000,7800000,5200000,NV027,CN DN
1/19/2024,ĐH5779293,KH-0754,P-342,2,45870000,91740000,61160000,NV161,CN HN
1/19/2024,ĐH6952176,KH-0051,P-187,4,4305000,17220000,11480000,NV220,CN DN
1/19/2024,ĐH5249389,KH-0468,P-722,4,7770000,31080000,20720000,NV120,CN HCM
1/19/2024,ĐH4877130,KH-0784,P-756,9,26685000,240165000,160110000,NV046,CN HCM
1/19/2024,ĐH6381697,KH-0087,P-778,6,900000,5400000,3600000,NV102,CN HCM
1/19/2024,ĐH1018887,KH-0315,P-715,7,29565000,206955000,137970000,NV036,CN HCM
1/19/2024,ĐH2941245,KH-0236,P-762,3,3660000,10980000,7320000,NV155,CN HN
1/19/2024,ĐH9477009,KH-0729,P-526,10,12975000,129750000,86500000,NV034,CN DN
1/19/2024,ĐH7501906,KH-0090,P-681,7,1650000,11550000,7700000,NV168,CN HCM
1/19/2024,ĐH1635014,KH-0211,P-302,7,23925000,167475000,111650000,NV042,CN HN
1/19/2024,ĐH7118219,KH-0713,P-482,2,8835000,17670000,11780000,NV134,CN HCM
1/19/2024,ĐH1681463,KH-0774,P-668,4,2175000,8700000,5800000,NV134,CN HCM
1/19/2024,ĐH3626768,KH-0248,P-384,10,1755000,17550000,11700000,NV097,CN DN
1/19/2024,ĐH3282952,KH-0152,P-159,5,342225000,1711125000,1140750000,NV039,CN HCM
1/19/2024,ĐH3539700,KH-0592,P-069,9,1305000,11745000,7830000,NV063,CN DN
1/19/2024,ĐH2557103,KH-0036,P-312,10,3030000,30300000,20200000,NV013,CN DN
1/19/2024,ĐH3112799,KH-0612,P-064,5,3615000,18075000,12050000,NV194,CN HCM
1/19/2024,ĐH9873520,KH-0459,P-629,3,255000,765000,510000,NV074,CN HN
1/20/2024,ĐH4522911,KH-0503,P-559,8,11265000,90120000,60080000,NV201,CN HCM
1/20/2024,ĐH4334581,KH-0228,P-201,5,4680000,23400000,15600000,NV037,CN HN
1/20/2024,ĐH6619342,KH-0652,P-283,4,118770000,475080000,316720000,NV237,CN DN
1/20/2024,ĐH8574404,KH-0289,P-357,8,7935000,63480000,42320000,NV105,CN DN
1/20/2024,ĐH3351226,KH-0439,P-431,2,8100000,16200000,10800000,NV025,CN HCM
1/20/2024,ĐH6479308,KH-0597,P-338,10,21795000,217950000,145300000,NV174,CN DN
1/20/2024,ĐH2847014,KH-0442,P-751,8,30000,240000,160000,NV104,CN HN
1/20/2024,ĐH9326745,KH-0252,P-465,4,46950000,187800000,125200000,NV064,CN HCM
1/20/2024,ĐH4285268,KH-0038,P-739,8,13485000,107880000,71920000,NV196,CN HCM
1/20/2024,ĐH5572536,KH-0641,P-041,4,4440000,17760000,11840000,NV106,CN DN
1/20/2024,ĐH9297979,KH-0755,P-571,4,20250000,81000000,54000000,NV061,CN HCM
1/20/2024,ĐH3189844,KH-0553,P-359,6,630000,3780000,2520000,NV075,CN HCM
1/20/2024,ĐH9023394,KH-0064,P-164,8,5445000,43560000,29040000,NV142,CN DN
1/20/2024,ĐH6112462,KH-0772,P-709,7,885000,6195000,4130000,NV125,CN DN
1/20/2024,ĐH2984375,KH-0512,P-161,5,221370000,1106850000,737900000,NV164,CN DN
1/20/2024,ĐH4001763,KH-0205,P-425,2,27300000,54600000,36400000,NV063,CN HCM
1/20/2024,ĐH3895093,KH-0508,P-570,9,495000,4455000,2970000,NV156,CN DN
1/20/2024,ĐH2323902,KH-0116,P-450,3,9105000,27315000,18210000,NV233,CN DN
1/20/2024,ĐH3223514,KH-0354,P-799,1,105000,105000,70000,NV040,CN DN
1/20/2024,ĐH2195962,KH-0085,P-349,8,24780000,198240000,132160000,NV201,CN DN
1/21/2024,ĐH8984730,KH-0076,P-243,3,5505000,16515000,11010000,NV006,CN HN
1/21/2024,ĐH9022188,KH-0420,P-303,3,77040000,231120000,154080000,NV094,CN HCM
1/21/2024,ĐH3269286,KH-0190,P-234,10,252510000,2525100000,1683400000,NV220,CN HCM
1/21/2024,ĐH4651414,KH-0738,P-531,3,2520000,7560000,5040000,NV220,CN DN
1/21/2024,ĐH9337789,KH-0011,P-030,3,5250000,15750000,10500000,NV173,CN HN
1/21/2024,ĐH3634507,KH-0744,P-601,2,2490000,4980000,3320000,NV236,CN HCM
1/21/2024,ĐH3379572,KH-0137,P-569,10,510000,5100000,3400000,NV248,CN DN
1/21/2024,ĐH9683453,KH-0153,P-052,1,240000,240000,160000,NV194,CN HN
1/21/2024,ĐH8682908,KH-0778,P-729,4,9885000,39540000,26360000,NV015,CN DN
1/21/2024,ĐH2370747,KH-0218,P-317,2,1665000,3330000,2220000,NV112,CN HCM
1/21/2024,ĐH3764908,KH-0704,P-428,7,13110000,91770000,61180000,NV035,CN HN
1/21/2024,ĐH8409180,KH-0516,P-490,9,184275000,1658475000,1105650000,NV082,CN DN
1/21/2024,ĐH3007372,KH-0733,P-703,7,1020000,7140000,4760000,NV160,CN DN
1/21/2024,ĐH6906458,KH-0007,P-240,10,25110000,251100000,167400000,NV021,CN HCM
1/21/2024,ĐH8694609,KH-0593,P-728,10,3000000,30000000,20000000,NV191,CN HCM
1/21/2024,ĐH9613458,KH-0318,P-064,6,3615000,21690000,14460000,NV169,CN DN
1/21/2024,ĐH2033161,KH-0221,P-767,8,825000,6600000,4400000,NV205,CN HCM
1/21/2024,ĐH3180063,KH-0033,P-043,9,17925000,161325000,107550000,NV112,CN HCM
1/21/2024,ĐH4207181,KH-0371,P-015,1,3645000,3645000,2430000,NV024,CN HN
1/21/2024,ĐH7070817,KH-0547,P-408,4,16005000,64020000,42680000,NV182,CN DN
1/21/2024,ĐH1383490,KH-0469,P-171,9,5220000,46980000,31320000,NV073,CN HN
1/22/2024,ĐH5055420,KH-0701,P-250,4,46350000,185400000,123600000,NV157,CN HN
1/22/2024,ĐH4421806,KH-0328,P-414,1,13320000,13320000,8880000,NV223,CN HCM
1/22/2024,ĐH7006741,KH-0052,P-231,5,135000,675000,450000,NV023,CN DN
1/22/2024,ĐH9078009,KH-0058,P-237,10,195000,1950000,1300000,NV230,CN DN
1/22/2024,ĐH7792096,KH-0196,P-064,6,3615000,21690000,14460000,NV120,CN HCM
1/22/2024,ĐH7298922,KH-0294,P-547,5,315000,1575000,1050000,NV015,CN HCM
1/22/2024,ĐH7805959,KH-0411,P-212,6,1230000,7380000,4920000,NV060,CN HN
1/22/2024,ĐH7968673,KH-0481,P-340,5,255000,1275000,850000,NV055,CN HCM
1/22/2024,ĐH3302264,KH-0574,P-518,9,6240000,56160000,37440000,NV041,CN HCM
1/22/2024,ĐH6022717,KH-0623,P-027,3,3030000,9090000,6060000,NV162,CN HCM
1/22/2024,ĐH6163975,KH-0277,P-460,10,3225000,32250000,21500000,NV014,CN DN
1/22/2024,ĐH4810789,KH-0337,P-140,8,12600000,100800000,67200000,NV240,CN DN
1/22/2024,ĐH5793153,KH-0184,P-243,6,5505000,33030000,22020000,NV080,CN HN
1/22/2024,ĐH7080901,KH-0502,P-696,7,30105000,210735000,140490000,NV215,CN HN
