Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,Chi nhánh,,,
1/27/2024,"1,00",ĐH9484570,KH-0672,P-253,2,885000,1770000,1180000,NV150,CN DN,,,,
1/27/2024,"1,00",ĐH6802192,KH-0495,P-344,2,39675000,79350000,52900000,NV033,CN DN,,,,
1/27/2024,"1,00",ĐH3405606,KH-0710,P-714,3,26280000,78840000,52560000,NV168,CN DN,,,,
1/27/2024,"1,00",ĐH8170190,KH-0425,P-184,1,3270000,3270000,2180000,NV147,CN DN,,,,
1/27/2024,"1,00",ĐH2664071,KH-0705,P-506,1,300000,300000,200000,NV146,CN DN,,,,
1/28/2024,"1,00",ĐH4408810,KH-0577,P-582,10,37080000,370800000,247200000,NV059,CN DN,,,,
1/28/2024,"1,00",ĐH9023133,KH-0256,P-023,7,9015000,63105000,42070000,NV031,CN DN,,,,
1/28/2024,"1,00",ĐH4526720,KH-0570,P-643,9,585000,5265000,3510000,NV019,CN DN,,,,
1/28/2024,"1,00",ĐH3552351,KH-0011,P-227,8,3060000,24480000,16320000,NV080,CN DN,,,,
1/28/2024,"1,00",ĐH7275051,KH-0015,P-500,1,1470000,1470000,980000,NV129,CN DN,,,,
1/28/2024,"1,00",ĐH5228356,KH-0266,P-701,8,180000,1440000,960000,NV195,CN DN,,,,
1/28/2024,"1,00",ĐH6180252,KH-0079,P-736,10,345000,3450000,2300000,NV176,CN DN,,,,
1/29/2024,"1,00",ĐH7177556,KH-0534,P-303,1,77040000,77040000,51360000,NV189,CN DN,,,,
1/29/2024,"1,00",ĐH7826903,KH-0350,P-268,10,24270000,242700000,161800000,NV094,CN DN,,,,
1/29/2024,"1,00",ĐH8790965,KH-0698,P-344,9,39675000,357075000,238050000,NV188,CN DN,,,,
1/29/2024,"1,00",ĐH6889394,KH-0437,P-524,6,1335000,8010000,5340000,NV156,CN DN,,,,
1/29/2024,"1,00",ĐH3650547,KH-0052,P-180,10,8085000,80850000,53900000,NV055,CN DN,,,,
1/29/2024,"1,00",ĐH7994279,KH-0025,P-106,5,27030000,135150000,90100000,NV171,CN DN,,,,
1/29/2024,"1,00",ĐH8306380,KH-0690,P-377,2,16365000,32730000,21820000,NV113,CN DN,,,,
1/29/2024,"1,00",ĐH1948806,KH-0644,P-095,7,7050000,49350000,32900000,NV045,CN DN,,,,
1/30/2024,"1,00",ĐH5810049,KH-0161,P-473,2,19425000,38850000,25900000,NV181,CN DN,,,,
1/30/2024,"1,00",ĐH2816418,KH-0196,P-528,9,20550000,184950000,123300000,NV163,CN DN,,,,
1/30/2024,"1,00",ĐH3134286,KH-0543,P-749,4,1575000,6300000,4200000,NV141,CN DN,,,,
1/30/2024,"1,00",ĐH6941065,KH-0495,P-506,10,300000,3000000,2000000,NV068,CN DN,,,,
1/30/2024,"1,00",ĐH8803253,KH-0076,P-142,5,13545000,67725000,45150000,NV051,CN DN,,,,
1/30/2024,"1,00",ĐH4313798,KH-0518,P-753,6,450000,2700000,1800000,NV067,CN DN,,,,
1/30/2024,"1,00",ĐH3420820,KH-0230,P-198,10,5730000,57300000,38200000,NV030,CN DN,,,,
1/30/2024,"1,00",ĐH6398946,KH-0613,P-224,7,1335000,9345000,6230000,NV233,CN DN,,,,
1/30/2024,"1,00",ĐH1833229,KH-0518,P-668,4,2175000,8700000,5800000,NV224,CN DN,,,,
1/30/2024,"1,00",ĐH3735021,KH-0389,P-193,4,14220000,56880000,37920000,NV158,CN DN,,,,
1/30/2024,"1,00",ĐH8653783,KH-0074,P-121,5,3945000,19725000,13150000,NV050,CN DN,,,,
1/31/2024,"1,00",ĐH9641009,KH-0526,P-232,6,1650000,9900000,6600000,NV163,CN DN,,,,
1/31/2024,"1,00",ĐH4646155,KH-0142,P-571,1,20250000,20250000,13500000,NV216,CN DN,,,,
1/31/2024,"1,00",ĐH7522920,KH-0391,P-375,8,8460000,67680000,45120000,NV052,CN DN,,,,
1/31/2024,"1,00",ĐH1733321,KH-0226,P-338,8,21795000,174360000,116240000,NV174,CN DN,,,,
1/31/2024,"1,00",ĐH1805918,KH-0156,P-795,8,7875000,63000000,42000000,NV211,CN DN,,,,
2/1/2024,"2,00",ĐH5301695,KH-0732,P-605,8,2040000,16320000,10880000,NV145,CN DN,,,,
2/1/2024,"2,00",ĐH2263417,KH-0712,P-264,1,5265000,5265000,3510000,NV192,CN DN,,,,
2/1/2024,"2,00",ĐH8573692,KH-0518,P-229,3,750000,2250000,1500000,NV082,CN DN,,,,
2/1/2024,"2,00",ĐH9384788,KH-0267,P-701,6,180000,1080000,720000,NV006,CN DN,,,,
2/1/2024,"2,00",ĐH1468358,KH-0096,P-472,4,23790000,95160000,63440000,NV114,CN DN,,,,
2/1/2024,"2,00",ĐH2186830,KH-0172,P-528,6,20550000,123300000,82200000,NV083,CN DN,,,,
2/1/2024,"2,00",ĐH7148717,KH-0312,P-127,8,10065000,80520000,53680000,NV082,CN DN,,,,
2/1/2024,"2,00",ĐH9461323,KH-0297,P-516,8,10545000,84360000,56240000,NV080,CN DN,,,,
2/1/2024,"2,00",ĐH6391448,KH-0668,P-132,9,7590000,68310000,45540000,NV225,CN DN,,,,
2/2/2024,"2,00",ĐH1527621,KH-0639,P-779,3,525000,1575000,1050000,NV222,CN DN,,,,
2/2/2024,"2,00",ĐH2963480,KH-0535,P-376,5,20160000,100800000,67200000,NV229,CN DN,,,,
2/2/2024,"2,00",ĐH5150220,KH-0614,P-181,10,16275000,162750000,108500000,NV193,CN DN,,,,
2/2/2024,"2,00",ĐH2774334,KH-0627,P-110,7,5190000,36330000,24220000,NV039,CN DN,,,,
2/2/2024,"2,00",ĐH4388866,KH-0667,P-259,5,195000,975000,650000,NV168,CN DN,,,,
2/2/2024,"2,00",ĐH8185950,KH-0761,P-055,5,2010000,10050000,6700000,NV244,CN DN,,,,
2/2/2024,"2,00",ĐH7361801,KH-0531,P-706,8,7440000,59520000,39680000,NV192,CN DN,,,,
2/2/2024,"2,00",ĐH9040595,KH-0082,P-278,3,2535000,7605000,5070000,NV149,CN DN,,,,
2/2/2024,"2,00",ĐH9266422,KH-0671,P-758,2,17400000,34800000,23200000,NV189,CN DN,,,,
2/2/2024,"2,00",ĐH1683751,KH-0254,P-424,7,9735000,68145000,45430000,NV186,CN DN,,,,
2/2/2024,"2,00",ĐH2125286,KH-0442,P-619,1,20640000,20640000,13760000,NV025,CN DN,,,,
2/2/2024,"2,00",ĐH3945762,KH-0344,P-229,1,750000,750000,500000,NV184,CN DN,,,,
2/3/2024,"2,00",ĐH2463036,KH-0136,P-791,8,540000,4320000,2880000,NV015,CN DN,,,,
2/3/2024,"2,00",ĐH6502204,KH-0678,P-174,4,18240000,72960000,48640000,NV102,CN DN,,,,
2/3/2024,"2,00",ĐH9284309,KH-0202,P-429,8,29865000,238920000,159280000,NV037,CN DN,,,,
2/3/2024,"2,00",ĐH7358498,KH-0201,P-181,5,16275000,81375000,54250000,NV024,CN DN,,,,
2/3/2024,"2,00",ĐH5150238,KH-0081,P-433,10,30345000,303450000,202300000,NV129,CN DN,,,,
2/3/2024,"2,00",ĐH5068314,KH-0726,P-788,5,6285000,31425000,20950000,NV064,CN DN,,,,
2/3/2024,"2,00",ĐH8407144,KH-0697,P-081,8,1290000,10320000,6880000,NV018,CN DN,,,,
2/3/2024,"2,00",ĐH6849626,KH-0354,P-641,3,1395000,4185000,2790000,NV117,CN DN,,,,
2/3/2024,"2,00",ĐH6987153,KH-0308,P-101,1,540000,540000,360000,NV139,CN DN,,,,
2/4/2024,"2,00",ĐH8869779,KH-0330,P-081,4,1290000,5160000,3440000,NV057,CN DN,,,,
2/4/2024,"2,00",ĐH1834808,KH-0693,P-673,3,240000,720000,480000,NV004,CN DN,,,,
2/4/2024,"2,00",ĐH5707322,KH-0577,P-492,1,16635000,16635000,11090000,NV045,CN DN,,,,
2/4/2024,"2,00",ĐH6993177,KH-0145,P-453,4,9885000,39540000,26360000,NV044,CN DN,,,,
2/4/2024,"2,00",ĐH8023696,KH-0493,P-625,9,5760000,51840000,34560000,NV142,CN DN,,,,
2/4/2024,"2,00",ĐH9107941,KH-0127,P-003,4,2205000,8820000,5880000,NV045,CN DN,,,,
2/4/2024,"2,00",ĐH3686208,KH-0777,P-723,4,2355000,9420000,6280000,NV064,CN DN,,,,
2/4/2024,"2,00",ĐH8819187,KH-0740,P-712,2,1095000,2190000,1460000,NV235,CN DN,,,,
2/4/2024,"2,00",ĐH1795173,KH-0116,P-336,1,8685000,8685000,5790000,NV223,CN DN,,,,
2/4/2024,"2,00",ĐH1222750,KH-0503,P-052,9,240000,2160000,1440000,NV234,CN DN,,,,
2/5/2024,"2,00",ĐH7123121,KH-0300,P-057,3,9645000,28935000,19290000,NV037,CN DN,,,,
2/5/2024,"2,00",ĐH6825764,KH-0653,P-113,7,67380000,471660000,314440000,NV241,CN DN,,,,
2/5/2024,"2,00",ĐH7493891,KH-0181,P-432,3,19350000,58050000,38700000,NV098,CN DN,,,,
2/5/2024,"2,00",ĐH2731469,KH-0664,P-764,6,1875000,11250000,7500000,NV001,CN DN,,,,
2/5/2024,"2,00",ĐH2000679,KH-0706,P-034,6,17235000,103410000,68940000,NV087,CN DN,,,,
2/5/2024,"2,00",ĐH6679195,KH-0321,P-372,5,60720000,303600000,202400000,NV128,CN DN,,,,
2/5/2024,"2,00",ĐH9122825,KH-0638,P-683,10,360000,3600000,2400000,NV055,CN DN,,,,
2/5/2024,"2,00",ĐH6418287,KH-0080,P-204,9,42120000,379080000,252720000,NV185,CN DN,,,,
2/5/2024,"2,00",ĐH8254627,KH-0775,P-751,10,30000,300000,200000,NV243,CN DN,,,,
2/5/2024,"2,00",ĐH5242346,KH-0202,P-084,1,34905000,34905000,23270000,NV175,CN DN,,,,
2/5/2024,"2,00",ĐH1786064,KH-0523,P-108,7,29580000,207060000,138040000,NV033,CN DN,,,,
2/6/2024,"2,00",ĐH5844403,KH-0438,P-671,8,585000,4680000,3120000,NV104,CN DN,,,,
2/6/2024,"2,00",ĐH3647362,KH-0413,P-017,9,3960000,35640000,23760000,NV156,CN DN,,,,
2/6/2024,"2,00",ĐH9865144,KH-0301,P-441,8,4080000,32640000,21760000,NV107,CN DN,,,,
2/6/2024,"2,00",ĐH6520735,KH-0238,P-604,6,2850000,17100000,11400000,NV106,CN DN,,,,
2/6/2024,"2,00",ĐH5992962,KH-0189,P-239,10,25635000,256350000,170900000,NV023,CN DN,,,,
2/6/2024,"2,00",ĐH8383002,KH-0424,P-501,5,10935000,54675000,36450000,NV068,CN DN,,,,
2/6/2024,"2,00",ĐH1639515,KH-0625,P-483,7,2145000,15015000,10010000,NV176,CN DN,,,,
2/6/2024,"2,00",ĐH6850431,KH-0461,P-525,9,8715000,78435000,52290000,NV180,CN DN,,,,
2/6/2024,"2,00",ĐH6419139,KH-0194,P-271,1,3915000,3915000,2610000,NV057,CN DN,,,,
2/7/2024,"2,00",ĐH1719133,KH-0761,P-033,10,16650000,166500000,111000000,NV029,CN DN,,,,
2/7/2024,"2,00",ĐH2964410,KH-0008,P-523,3,1035000,3105000,2070000,NV033,CN DN,,,,
2/7/2024,"2,00",ĐH4189345,KH-0090,P-006,5,6870000,34350000,22900000,NV044,CN DN,,,,
2/7/2024,"2,00",ĐH5563248,KH-0732,P-758,9,17400000,156600000,104400000,NV099,CN DN,,,,
2/7/2024,"2,00",ĐH5194431,KH-0712,P-052,7,240000,1680000,1120000,NV245,CN DN,,,,
2/7/2024,"2,00",ĐH8842088,KH-0420,P-193,8,14220000,113760000,75840000,NV074,CN DN,,,,
2/7/2024,"2,00",ĐH9006083,KH-0261,P-275,8,1800000,14400000,9600000,NV192,CN DN,,,,
2/7/2024,"2,00",ĐH2416411,KH-0731,P-480,1,2715000,2715000,1810000,NV055,CN DN,,,,
2/7/2024,"2,00",ĐH9806880,KH-0564,P-765,6,345000,2070000,1380000,NV063,CN DN,,,,
2/7/2024,"2,00",ĐH1353325,KH-0606,P-680,7,4920000,34440000,22960000,NV113,CN DN,,,,
2/7/2024,"2,00",ĐH8437529,KH-0343,P-311,6,615000,3690000,2460000,NV015,CN DN,,,,
2/7/2024,"2,00",ĐH7338944,KH-0210,P-251,6,29910000,179460000,119640000,NV180,CN DN,,,,
2/8/2024,"2,00",ĐH1348255,KH-0231,P-130,6,11445000,68670000,45780000,NV022,CN DN,,,,
2/8/2024,"2,00",ĐH8494670,KH-0537,P-300,2,1365000,2730000,1820000,NV183,CN DN,,,,
2/8/2024,"2,00",ĐH8755847,KH-0709,P-123,2,9495000,18990000,12660000,NV078,CN DN,,,,
2/8/2024,"2,00",ĐH5545723,KH-0409,P-607,8,4005000,32040000,21360000,NV246,CN DN,,,,
2/8/2024,"2,00",ĐH2205099,KH-0599,P-241,6,178800000,1072800000,715200000,NV160,CN DN,,,,
2/8/2024,"2,00",ĐH8505090,KH-0715,P-322,2,6210000,12420000,8280000,NV068,CN DN,,,,
2/8/2024,"2,00",ĐH9041296,KH-0581,P-222,1,70245000,70245000,46830000,NV215,CN DN,,,,
2/8/2024,"2,00",ĐH1604275,KH-0752,P-238,4,150000,600000,400000,NV154,CN DN,,,,
2/8/2024,"2,00",ĐH8731889,KH-0687,P-166,4,14535000,58140000,38760000,NV138,CN DN,,,,
2/9/2024,"2,00",ĐH9348437,KH-0294,P-433,10,30345000,303450000,202300000,NV116,CN DN,,,,
2/9/2024,"2,00",ĐH9107406,KH-0452,P-280,6,5205000,31230000,20820000,NV224,CN DN,,,,
2/9/2024,"2,00",ĐH2164555,KH-0302,P-562,7,735000,5145000,3430000,NV120,CN DN,,,,
2/9/2024,"2,00",ĐH7579776,KH-0341,P-577,7,9345000,65415000,43610000,NV137,CN DN,,,,
2/9/2024,"2,00",ĐH7853884,KH-0703,P-131,2,7170000,14340000,9560000,NV179,CN DN,,,,
2/9/2024,"2,00",ĐH4524849,KH-0580,P-540,7,4290000,30030000,20020000,NV087,CN DN,,,,
2/9/2024,"2,00",ĐH1249379,KH-0070,P-432,1,19350000,19350000,12900000,NV025,CN DN,,,,
2/9/2024,"2,00",ĐH1272560,KH-0108,P-512,6,90000,540000,360000,NV063,CN DN,,,,
2/10/2024,"2,00",ĐH9707159,KH-0166,P-193,2,14220000,28440000,18960000,NV159,CN DN,,,,
2/10/2024,"2,00",ĐH1432672,KH-0367,P-706,7,7440000,52080000,34720000,NV148,CN DN,,,,
2/10/2024,"2,00",ĐH9360316,KH-0480,P-142,1,13545000,13545000,9030000,NV005,CN DN,,,,
2/10/2024,"2,00",ĐH3929120,KH-0338,P-113,10,67380000,673800000,449200000,NV075,CN DN,,,,
2/10/2024,"2,00",ĐH2737725,KH-0524,P-050,5,1185000,5925000,3950000,NV047,CN DN,,,,
2/10/2024,"2,00",ĐH9437218,KH-0497,P-263,6,16800000,100800000,67200000,NV090,CN DN,,,,
2/10/2024,"2,00",ĐH8554590,KH-0380,P-274,7,15540000,108780000,72520000,NV004,CN DN,,,,
2/10/2024,"2,00",ĐH9939010,KH-0073,P-170,1,4920000,4920000,3280000,NV157,CN DN,,,,
2/10/2024,"2,00",ĐH2577503,KH-0420,P-109,10,12240000,122400000,81600000,NV008,CN DN,,,,
2/10/2024,"2,00",ĐH3352313,KH-0514,P-712,8,1095000,8760000,5840000,NV240,CN DN,,,,
2/10/2024,"2,00",ĐH6860071,KH-0633,P-041,2,4440000,8880000,5920000,NV092,CN DN,,,,
2/11/2024,"2,00",ĐH2039565,KH-0624,P-430,6,7935000,47610000,31740000,NV086,CN DN,,,,
2/11/2024,"2,00",ĐH5142286,KH-0361,P-011,5,15885000,79425000,52950000,NV028,CN DN,,,,
2/11/2024,"2,00",ĐH6289507,KH-0233,P-382,7,10635000,74445000,49630000,NV121,CN DN,,,,
2/11/2024,"2,00",ĐH8499065,KH-0400,P-362,8,4935000,39480000,26320000,NV140,CN DN,,,,
2/11/2024,"2,00",ĐH2112728,KH-0319,P-677,8,555000,4440000,2960000,NV182,CN DN,,,,
2/11/2024,"2,00",ĐH2669160,KH-0773,P-133,6,2865000,17190000,11460000,NV114,CN DN,,,,
2/11/2024,"2,00",ĐH9662282,KH-0104,P-007,3,8100000,24300000,16200000,NV004,CN DN,,,,
2/11/2024,"2,00",ĐH9084844,KH-0728,P-199,9,510000,4590000,3060000,NV185,CN DN,,,,
2/11/2024,"2,00",ĐH4148218,KH-0105,P-466,9,7980000,71820000,47880000,NV021,CN DN,,,,
2/12/2024,"2,00",ĐH7956647,KH-0590,P-421,1,7275000,7275000,4850000,NV069,CN DN,,,,
2/12/2024,"2,00",ĐH5577206,KH-0732,P-279,9,35580000,320220000,213480000,NV193,CN DN,,,,
2/12/2024,"2,00",ĐH9787960,KH-0475,P-097,1,3480000,3480000,2320000,NV024,CN DN,,,,
2/12/2024,"2,00",ĐH2952957,KH-0422,P-477,10,35715000,357150000,238100000,NV224,CN DN,,,,
2/12/2024,"2,00",ĐH4914792,KH-0433,P-755,3,615000,1845000,1230000,NV137,CN DN,,,,
2/12/2024,"2,00",ĐH3466417,KH-0183,P-485,6,3825000,22950000,15300000,NV085,CN DN,,,,
2/12/2024,"2,00",ĐH3324865,KH-0167,P-297,6,55440000,332640000,221760000,NV209,CN DN,,,,
2/12/2024,"2,00",ĐH1495461,KH-0755,P-044,3,4170000,12510000,8340000,NV161,CN DN,,,,
2/13/2024,"2,00",ĐH3763281,KH-0220,P-139,2,2865000,5730000,3820000,NV056,CN DN,,,,
2/13/2024,"2,00",ĐH5592181,KH-0446,P-032,3,8580000,25740000,17160000,NV101,CN DN,,,,
2/13/2024,"2,00",ĐH4974452,KH-0595,P-047,9,12705000,114345000,76230000,NV110,CN DN,,,,
2/13/2024,"2,00",ĐH8613094,KH-0632,P-040,8,20745000,165960000,110640000,NV162,CN DN,,,,
2/14/2024,"2,00",ĐH7898744,KH-0028,P-690,1,6915000,6915000,4610000,NV032,CN DN,,,,
2/14/2024,"2,00",ĐH5748811,KH-0067,P-475,10,150000,1500000,1000000,NV069,CN DN,,,,
2/14/2024,"2,00",ĐH6731999,KH-0203,P-080,6,9600000,57600000,38400000,NV172,CN DN,,,,
2/14/2024,"2,00",ĐH8081122,KH-0466,P-237,5,195000,975000,650000,NV219,CN DN,,,,
2/14/2024,"2,00",ĐH9435256,KH-0286,P-176,2,14535000,29070000,19380000,NV006,CN DN,,,,
2/14/2024,"2,00",ĐH7341949,KH-0697,P-771,7,120000,840000,560000,NV136,CN DN,,,,
2/14/2024,"2,00",ĐH2137496,KH-0766,P-065,8,8130000,65040000,43360000,NV190,CN DN,,,,
2/14/2024,"2,00",ĐH6525708,KH-0580,P-510,7,270000,1890000,1260000,NV147,CN DN,,,,
2/14/2024,"2,00",ĐH6350078,KH-0075,P-167,4,15810000,63240000,42160000,NV152,CN DN,,,,
2/14/2024,"2,00",ĐH9074683,KH-0335,P-412,9,44175000,397575000,265050000,NV073,CN DN,,,,
2/14/2024,"2,00",ĐH9551326,KH-0454,P-555,6,990000,5940000,3960000,NV134,CN DN,,,,
2/15/2024,"2,00",ĐH6565495,KH-0107,P-780,9,60570000,545130000,363420000,NV245,CN DN,,,,
2/15/2024,"2,00",ĐH9177552,KH-0106,P-023,4,9015000,36060000,24040000,NV154,CN DN,,,,
2/15/2024,"2,00",ĐH1612551,KH-0688,P-128,2,3885000,7770000,5180000,NV177,CN DN,,,,
2/15/2024,"2,00",ĐH9423149,KH-0301,P-261,4,1485000,5940000,3960000,NV012,CN DN,,,,
2/15/2024,"2,00",ĐH9569701,KH-0537,P-780,6,60570000,363420000,242280000,NV233,CN DN,,,,
2/15/2024,"2,00",ĐH6810344,KH-0686,P-426,1,12075000,12075000,8050000,NV007,CN DN,,,,
2/15/2024,"2,00",ĐH7596631,KH-0280,P-418,6,1440000,8640000,5760000,NV076,CN DN,,,,
2/15/2024,"2,00",ĐH4221114,KH-0248,P-669,6,3315000,19890000,13260000,NV196,CN DN,,,,
2/15/2024,"2,00",ĐH1468823,KH-0047,P-709,10,885000,8850000,5900000,NV049,CN DN,,,,
2/15/2024,"2,00",ĐH6628908,KH-0301,P-057,10,9645000,96450000,64300000,NV071,CN DN,,,,
2/16/2024,"2,00",ĐH1908567,KH-0307,P-311,8,615000,4920000,3280000,NV115,CN DN,,,,
2/16/2024,"2,00",ĐH4911974,KH-0774,P-240,5,25110000,125550000,83700000,NV189,CN DN,,,,
2/17/2024,"2,00",ĐH1257935,KH-0312,P-613,5,2775000,13875000,9250000,NV178,CN DN,,,,
2/17/2024,"2,00",ĐH7610711,KH-0184,P-671,6,585000,3510000,2340000,NV008,CN DN,,,,
2/17/2024,"2,00",ĐH4693030,KH-0458,P-679,5,2565000,12825000,8550000,NV021,CN DN,,,,
2/17/2024,"2,00",ĐH3214136,KH-0052,P-180,4,8085000,32340000,21560000,NV202,CN DN,,,,
2/17/2024,"2,00",ĐH8574002,KH-0593,P-592,2,540000,1080000,720000,NV172,CN DN,,,,
2/17/2024,"2,00",ĐH6656057,KH-0551,P-681,6,1650000,9900000,6600000,NV205,CN DN,,,,
2/17/2024,"2,00",ĐH5962331,KH-0262,P-721,5,315000,1575000,1050000,NV077,CN DN,,,,
2/17/2024,"2,00",ĐH8282711,KH-0354,P-359,3,630000,1890000,1260000,NV094,CN DN,,,,
2/18/2024,"2,00",ĐH4552308,KH-0619,P-493,3,3960000,11880000,7920000,NV042,CN DN,,,,
2/18/2024,"2,00",ĐH5669940,KH-0129,P-255,8,9030000,72240000,48160000,NV070,CN DN,,,,
2/18/2024,"2,00",ĐH3041319,KH-0024,P-320,4,23895000,95580000,63720000,NV009,CN DN,,,,
2/18/2024,"2,00",ĐH7007057,KH-0148,P-735,3,16500000,49500000,33000000,NV184,CN DN,,,,
2/18/2024,"2,00",ĐH5674256,KH-0289,P-757,7,720000,5040000,3360000,NV205,CN DN,,,,
2/18/2024,"2,00",ĐH1877628,KH-0015,P-013,2,3105000,6210000,4140000,NV127,CN DN,,,,
2/18/2024,"2,00",ĐH3140013,KH-0143,P-077,10,2430000,24300000,16200000,NV126,CN DN,,,,
2/18/2024,"2,00",ĐH3754330,KH-0672,P-133,2,2865000,5730000,3820000,NV115,CN DN,,,,
2/18/2024,"2,00",ĐH1779489,KH-0511,P-027,6,3030000,18180000,12120000,NV004,CN DN,,,,
2/18/2024,"2,00",ĐH6671449,KH-0543,P-607,8,4005000,32040000,21360000,NV009,CN DN,,,,
2/19/2024,"2,00",ĐH6852367,KH-0434,P-293,2,105000,210000,140000,NV146,CN DN,,,,
2/19/2024,"2,00",ĐH4566236,KH-0209,P-699,7,14445000,101115000,67410000,NV235,CN DN,,,,
2/19/2024,"2,00",ĐH5899675,KH-0019,P-265,4,33315000,133260000,88840000,NV166,CN DN,,,,
2/19/2024,"2,00",ĐH6728758,KH-0522,P-277,6,14595000,87570000,58380000,NV089,CN DN,,,,
2/19/2024,"2,00",ĐH7288903,KH-0130,P-362,9,4935000,44415000,29610000,NV004,CN DN,,,,
2/19/2024,"2,00",ĐH4266092,KH-0281,P-133,5,2865000,14325000,9550000,NV236,CN DN,,,,
2/19/2024,"2,00",ĐH7321760,KH-0730,P-607,3,4005000,12015000,8010000,NV226,CN DN,,,,
2/19/2024,"2,00",ĐH2992895,KH-0147,P-040,2,20745000,41490000,27660000,NV029,CN DN,,,,
2/19/2024,"2,00",ĐH2183238,KH-0032,P-017,3,3960000,11880000,7920000,NV022,CN DN,,,,
2/19/2024,"2,00",ĐH4280172,KH-0559,P-688,6,450000,2700000,1800000,NV037,CN DN,,,,
2/19/2024,"2,00",ĐH7255495,KH-0318,P-204,6,42120000,252720000,168480000,NV157,CN DN,,,,
2/19/2024,"2,00",ĐH8687980,KH-0096,P-446,6,13650000,81900000,54600000,NV210,CN DN,,,,
2/19/2024,"2,00",ĐH6081338,KH-0210,P-731,2,4155000,8310000,5540000,NV248,CN DN,,,,
2/20/2024,"2,00",ĐH9727094,KH-0348,P-796,6,7335000,44010000,29340000,NV072,CN DN,,,,
2/20/2024,"2,00",ĐH7905787,KH-0052,P-608,10,10335000,103350000,68900000,NV225,CN DN,,,,
2/20/2024,"2,00",ĐH6949594,KH-0278,P-449,7,3105000,21735000,14490000,NV234,CN DN,,,,
2/20/2024,"2,00",ĐH8000996,KH-0235,P-729,4,9885000,39540000,26360000,NV031,CN DN,,,,
2/20/2024,"2,00",ĐH4368587,KH-0575,P-223,4,16770000,67080000,44720000,NV039,CN DN,,,,
2/20/2024,"2,00",ĐH3145710,KH-0152,P-585,1,720000,720000,480000,NV244,CN DN,,,,
2/20/2024,"2,00",ĐH9093081,KH-0046,P-683,6,360000,2160000,1440000,NV179,CN DN,,,,
2/21/2024,"2,00",ĐH5191625,KH-0484,P-269,1,660000,660000,440000,NV023,CN DN,,,,
2/21/2024,"2,00",ĐH3646367,KH-0169,P-671,9,585000,5265000,3510000,NV103,CN DN,,,,
2/21/2024,"2,00",ĐH9421646,KH-0244,P-676,6,405000,2430000,1620000,NV248,CN DN,,,,
2/21/2024,"2,00",ĐH1262156,KH-0220,P-678,5,285000,1425000,950000,NV066,CN DN,,,,
2/21/2024,"2,00",ĐH6491164,KH-0146,P-171,9,5220000,46980000,31320000,NV228,CN DN,,,,
2/21/2024,"2,00",ĐH5120417,KH-0529,P-630,8,1905000,15240000,10160000,NV088,CN DN,,,,
2/21/2024,"2,00",ĐH9093514,KH-0460,P-373,10,42450000,424500000,283000000,NV218,CN DN,,,,
2/21/2024,"2,00",ĐH7203377,KH-0085,P-618,5,16005000,80025000,53350000,NV193,CN DN,,,,
2/21/2024,"2,00",ĐH6597072,KH-0660,P-341,10,24990000,249900000,166600000,NV187,CN DN,,,,
2/21/2024,"2,00",ĐH3173516,KH-0117,P-513,8,975000,7800000,5200000,NV033,CN DN,,,,
2/22/2024,"2,00",ĐH7922844,KH-0424,P-192,4,13995000,55980000,37320000,NV034,CN DN,,,,
2/22/2024,"2,00",ĐH7843203,KH-0538,P-247,8,14820000,118560000,79040000,NV080,CN DN,,,,
2/22/2024,"2,00",ĐH6248759,KH-0547,P-281,6,24540000,147240000,98160000,NV116,CN DN,,,,
2/22/2024,"2,00",ĐH6448380,KH-0471,P-668,3,2175000,6525000,4350000,NV214,CN DN,,,,
2/22/2024,"2,00",ĐH4022385,KH-0650,P-067,4,690000,2760000,1840000,NV169,CN DN,,,,
2/22/2024,"2,00",ĐH9495115,KH-0059,P-091,5,2175000,10875000,7250000,NV245,CN DN,,,,
2/22/2024,"2,00",ĐH6824891,KH-0287,P-611,6,7980000,47880000,31920000,NV087,CN DN,,,,
2/22/2024,"2,00",ĐH8970079,KH-0575,P-341,3,24990000,74970000,49980000,NV132,CN DN,,,,
2/23/2024,"2,00",ĐH7001471,KH-0031,P-524,2,1335000,2670000,1780000,NV081,CN DN,,,,
2/23/2024,"2,00",ĐH4652510,KH-0335,P-491,10,171120000,1711200000,1140800000,NV249,CN DN,,,,
2/23/2024,"2,00",ĐH2765067,KH-0520,P-071,8,795000,6360000,4240000,NV125,CN DN,,,,
2/23/2024,"2,00",ĐH4642997,KH-0285,P-652,7,120000,840000,560000,NV033,CN DN,,,,
2/23/2024,"2,00",ĐH8942201,KH-0765,P-251,5,29910000,149550000,99700000,NV203,CN DN,,,,
2/23/2024,"2,00",ĐH5695664,KH-0425,P-755,2,615000,1230000,820000,NV068,CN DN,,,,
2/23/2024,"2,00",ĐH8655440,KH-0678,P-080,9,9600000,86400000,57600000,NV035,CN DN,,,,
2/23/2024,"2,00",ĐH1649619,KH-0226,P-161,4,221370000,885480000,590320000,NV155,CN DN,,,,
2/23/2024,"2,00",ĐH4759138,KH-0056,P-747,2,1905000,3810000,2540000,NV007,CN DN,,,,
